#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.591698	0.591698	0
8	0.0633686	0.0611912	0.000443155
2	0.580255	0.585977	0.00404601
9	0.0617819	0.0612569	0.000398745
3	0.549938	0.573964	0.0101725
8	0.504454	0.50334	0.000245583
4	0.557302	0.569798	0.00843922
9	0.501435	0.503129	0.000295789
10	0.0598913	0.0611203	0.000381537
5	0.544597	0.564758	0.00811816
10	0.504547	0.503271	0.000298271
6	0.544402	0.561365	0.00744033
11	0.0590519	0.0609323	0.00039045
11	0.502283	0.503181	0.000284348
7	0.542047	0.558606	0.00687021
12	0.502787	0.503148	0.000262535
8	0.539692	0.556242	0.00640531
12	0.0604719	0.0608939	0.000359793
13	0.502977	0.503135	0.000242669
9	0.549785	0.555524	0.00573364
14	0.503401	0.503154	0.00022608
13	0.0607327	0.0608815	0.00033233
10	0.546901	0.554662	0.00522472
15	0.505333	0.503299	0.000253416
11	0.562171	0.555345	0.00479414
16	0.50098	0.503154	0.00027593
14	0.0621649	0.0609732	0.000320985
12	0.547775	0.554714	0.00443593
17	0.501414	0.503052	0.000278042
13	0.555566	0.554779	0.00409519
15	0.0612582	0.0609922	0.000300148
18	0.503857	0.503097	0.000266169
14	0.541648	0.553841	0.00390861
19	0.5037	0.503128	0.00025405
16	0.0605554	0.0609649	0.000282628
15	0.554392	0.553878	0.00364821
20	0.501702	0.503057	0.000251162
16	0.558789	0.554185	0.00343309
17	0.0611905	0.0609782	0.000266314
17	0.561578	0.55462	0.00325857
18	0.55433	0.554604	0.00307757
18	0.0608455	0.0609708	0.000251621
19	0.564852	0.555143	0.00296248
20	0.553447	0.555058	0.00281557
19	0.061882	0.0610187	0.000242906
20	0.0611501	0.0610253	0.000230849
