#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.615783	0.615783	0
2	0.615818	0.615801	1.21021e-05
3	0.611656	0.614419	0.00112794
4	0.612566	0.613956	0.000936233
5	0.614414	0.614048	0.000753451
6	0.614894	0.614189	0.000640951
7	0.615462	0.614371	0.000574623
8	0.612494	0.614136	0.000548574
9	0.614815	0.614211	0.000492777
10	0.61346	0.614136	0.000449188
11	0.618248	0.61451	0.000541997
12	0.615044	0.614555	0.000498654
13	0.616761	0.614724	0.000488334
14	0.613411	0.614631	0.000462378
15	0.615634	0.614697	0.00043637
16	0.613961	0.614651	0.00041152
17	0.613967	0.614611	0.000389275
18	0.614885	0.614626	0.000367946
19	0.61235	0.614507	0.000367568
20	0.614313	0.614497	0.000349317
