#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.30778	-6.30778	0
2	-6.29183	-6.29981	0.00563874
3	-6.30555	-6.30172	0.00407149
4	-6.30539	-6.30264	0.00315521
5	-6.3004	-6.30219	0.00255579
6	-6.3071	-6.30301	0.00225692
7	-6.31428	-6.30462	0.00244222
8	-6.29993	-6.30403	0.00220626
9	-6.29879	-6.30345	0.00203648
10	-6.30793	-6.3039	0.00188135
11	-6.29102	-6.30273	0.00204262
12	-6.31137	-6.30345	0.00199535
13	-6.29172	-6.30255	0.00203551
14	-6.2964	-6.30211	0.0019369
15	-6.30163	-6.30207	0.00180804
16	-6.29958	-6.30192	0.00170177
17	-6.28983	-6.30121	0.00174402
18	-6.29963	-6.30112	0.00164933
19	-6.30609	-6.30138	0.00158316
20	-6.30185	-6.3014	0.00150418
