#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
5	-6.53247	-6.53179	0.00184462
1	-5.26114	-5.26114	0
6	-6.53776	-6.53278	0.00178583
2	-5.18221	-5.22168	0.0279058
7	-6.5223	-6.53129	0.00206489
3	-5.1512	-5.19819	0.0267216
21	-0.388082	-0.399189	0.00666209
8	-6.53404	-6.53163	0.0018353
4	-5.18483	-5.19485	0.0202488
9	-6.53084	-6.53154	0.00163345
5	-5.15577	-5.18703	0.0176427
22	-0.392226	-0.398873	0.00636678
10	-6.53712	-6.5321	0.00156248
6	-5.16261	-5.18296	0.0151645
11	-6.53162	-6.53206	0.00142106
23	-0.437248	-0.400541	0.00630479
7	-5.21265	-5.1872	0.0135784
12	-6.52939	-6.53183	0.00131992
8	-5.15585	-5.18328	0.0124336
13	-6.5294	-6.53165	0.00123164
24	-0.412831	-0.401053	0.00606285
9	-5.15704	-5.18037	0.0113888
14	-6.54117	-6.53233	0.00131804
10	-5.16636	-5.17897	0.0103358
25	-0.478287	-0.404143	0.00656039
15	-6.52344	-6.53173	0.00135671
11	-5.13293	-5.17478	0.0102083
16	-6.53337	-6.53184	0.00127575
12	-5.13452	-5.17143	0.00989371
26	-0.444329	-0.405688	0.00648758
17	-6.53063	-6.53177	0.00120269
13	-5.16199	-5.1707	0.00915926
18	-6.52917	-6.53162	0.00114448
27	-0.41975	-0.406209	0.00626817
14	-5.13772	-5.16835	0.00880275
19	-6.53003	-6.53154	0.0010873
15	-5.18369	-5.16937	0.00827514
20	-6.52626	-6.53127	0.00106452
28	-0.372247	-0.404996	0.00616054
16	-5.18457	-5.17032	0.00781229
17	-5.15389	-5.16935	0.00741226
18	-5.15771	-5.16871	0.00702862
19	-5.14725	-5.16758	0.00674881
20	-5.21955	-5.17017	0.00689352
