N_BLOCK:	ACCEPTANCE:
75	1
1	1
2	1
76	1
3	1
4	1
77	1
5	1
78	1
6	1
7	1
79	1
8	1
9	1
10	1
80	1
10	1
11	1
81	1
12	1
11	1
13	1
82	1
14	1
12	1
83	1
15	1
16	1
84	1
17	1
13	1
18	1
85	1
19	1
14	1
20	1
86	1
87	1
15	1
