#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.34152	-4.34152	0
2	-4.34139	-4.34145	4.69973e-05
3	-4.33959	-4.34083	0.000507465
4	-4.34012	-4.34065	0.000410993
5	-4.34076	-4.34068	0.000329322
6	-4.33978	-4.34053	0.000306182
7	-4.34001	-4.34045	0.000271113
8	-4.33964	-4.34035	0.000255368
9	-4.34073	-4.34039	0.0002304
10	-4.34016	-4.34037	0.000208564
11	-4.34086	-4.34041	0.000194217
12	-4.34038	-4.34041	0.000178051
13	-4.34089	-4.34045	0.000168183
14	-4.34046	-4.34045	0.000156171
15	-4.34116	-4.3405	0.000152741
16	-4.34202	-4.34059	0.00017014
17	-4.34072	-4.3406	0.000160309
18	-4.33978	-4.34055	0.000157744
19	-4.33992	-4.34052	0.000152942
20	-4.34128	-4.34056	0.000149935
