#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.67589	-6.67589	0
2	-6.66981	-6.67285	0.00214963
3	-6.67149	-6.6724	0.00147999
4	-6.67211	-6.67232	0.00111181
5	-6.67003	-6.67187	0.000979631
6	-6.67782	-6.67286	0.00121986
7	-6.67213	-6.67275	0.00105003
8	-6.67789	-6.6734	0.00109727
9	-6.67177	-6.67321	0.000990194
10	-6.6692	-6.67281	0.000969143
11	-6.66997	-6.67256	0.000914851
12	-6.67307	-6.6726	0.000839628
13	-6.66653	-6.67213	0.000895432
14	-6.67275	-6.67218	0.000832547
15	-6.67114	-6.67211	0.000779906
16	-6.67217	-6.67211	0.000731173
17	-6.67636	-6.67236	0.000729673
18	-6.67252	-6.67237	0.000689191
19	-6.67483	-6.6725	0.000664999
20	-6.67326	-6.67254	0.000632824
