#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.20405	1.20405	0
2	1.19994	1.202	0.00145411
3	1.18598	1.19666	0.00446671
4	1.19997	1.19749	0.00342607
5	1.18867	1.19572	0.00316227
6	1.19723	1.19597	0.00264514
7	1.20828	1.19773	0.00279083
8	1.19957	1.19796	0.0024514
9	1.20243	1.19846	0.00222867
10	1.19572	1.19818	0.0020225
11	1.19348	1.19776	0.0018834
12	1.20358	1.19824	0.00178792
13	1.20177	1.19851	0.00167084
14	1.19459	1.19823	0.00157477
15	1.19818	1.19823	0.00146979
16	1.1901	1.19772	0.00146317
17	1.19726	1.19769	0.00137735
18	1.20542	1.19812	0.00136608
19	1.2002	1.19823	0.00129856
20	1.20423	1.19853	0.0012678
