#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
5	0.849444	0.849927	0.000872442
1	1.10023	1.10023	0
6	0.85055	0.850031	0.000733193
2	1.04922	1.07473	0.0180336
7	0.852792	0.850425	0.000726885
32	1.20168	1.22413	0.0037055
3	1.0533	1.06759	0.0133617
8	0.855384	0.851045	0.000860614
4	1.0347	1.05936	0.012293
33	1.23691	1.22452	0.00361339
9	0.850609	0.850997	0.000766353
5	1.03509	1.05451	0.0107501
10	0.846451	0.850542	0.000813447
34	1.20939	1.22408	0.0035344
6	1.03559	1.05136	0.00940963
11	0.85417	0.850872	0.000803586
7	1.0266	1.04782	0.00870449
12	0.848415	0.850667	0.000762253
35	1.24823	1.22477	0.00350014
8	1.03806	1.0466	0.00770139
13	0.853419	0.850879	0.000732423
9	1.00254	1.04171	0.00825622
14	0.850803	0.850873	0.000680127
36	1.22327	1.22472	0.00340316
10	1.02554	1.04009	0.00758721
15	0.851831	0.850937	0.000637776
11	1.03026	1.0392	0.00694987
37	1.22273	1.22467	0.00331161
16	0.851697	0.850985	0.00059968
12	1.0497	1.04007	0.00642564
17	0.846272	0.850707	0.000625206
38	1.24153	1.22511	0.00325405
13	1.0314	1.0394	0.00596591
18	0.852564	0.850811	0.00059892
14	1.02156	1.03813	0.00567433
19	0.848963	0.850713	0.000575234
39	1.26049	1.22602	0.00329461
15	1.0265	1.03735	0.00534876
20	0.853965	0.850876	0.00056898
16	1.03012	1.0369	0.00503351
17	1.04039	1.03711	0.00474161
18	1.02393	1.03638	0.00453436
19	1.02419	1.03573	0.00434086
20	1.02752	1.03532	0.00414322
