67	-5.47738	-5.48478	0.000641867
93	1.43354	1.43378	8.15093e-06
68	-5.4849	-5.48478	0.00063243
94	1.43378	1.43378	8.0644e-06
64	-3.38226	-3.38635	0.000938487
5	-3.41201	-3.41194	0.0001803
10	-5.13711	-5.13716	0.000147476
69	-5.48074	-5.48472	0.000625969
95	1.43382	1.43378	7.99135e-06
6	-3.41101	-3.41178	0.000206486
11	-5.13688	-5.13713	0.000136253
65	-3.38562	-3.38634	0.000924116
7	-3.41196	-3.41181	0.000178519
12	-5.13697	-5.13712	0.000125533
96	1.4338	1.43378	7.90966e-06
70	-5.49074	-5.48481	0.000622893
13	-5.13766	-5.13716	0.000122521
8	-3.40894	-3.41145	0.000369989
66	-3.3913	-3.38642	0.00091316
14	-5.1363	-5.1371	0.000128322
9	-3.41055	-3.41135	0.000342188
97	1.43384	1.43378	7.8476e-06
71	-5.48009	-5.48474	0.00061765
15	-5.13646	-5.13706	0.000126583
10	-3.41097	-3.41131	0.000310042
67	-3.38114	-3.38634	0.000902923
16	-5.13607	-5.13699	0.000132869
11	-3.41091	-3.41127	0.000283969
98	1.43372	1.43378	7.79702e-06
72	-5.49	-5.48482	0.000613366
17	-5.13677	-5.13698	0.000125726
68	-3.3868	-3.38635	0.00088967
12	-3.40849	-3.41104	0.000342124
18	-5.13808	-5.13704	0.000132674
99	1.43382	1.43378	7.72973e-06
13	-3.4088	-3.41087	0.00035671
73	-5.47992	-5.48475	0.000608612
19	-5.1363	-5.137	0.000131315
69	-3.38352	-3.38631	0.000877718
14	-3.41185	-3.41094	0.000338088
20	-5.13665	-5.13698	0.000125943
100	1.43386	1.43378	7.68974e-06
15	-3.41092	-3.41094	0.00031555
74	-5.48157	-5.48471	0.000601899
70	-3.39504	-3.38643	0.000874005
16	-3.4106	-3.41092	0.000296536
17	-3.40886	-3.4108	0.000302746
71	-3.39012	-3.38648	0.000863236
18	-3.41056	-3.41078	0.000286216
