#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
5	1.44248	1.43387	0.00262555
1	1.70923	1.70923	0
43	1.78313	1.83747	0.00488465
6	1.44028	1.43494	0.00239505
2	1.61255	1.66089	0.0341815
7	1.43102	1.43438	0.00211728
44	1.84423	1.83762	0.00477605
3	1.63119	1.65099	0.0241786
8	1.43625	1.43461	0.00186554
4	1.58396	1.63423	0.0232253
9	1.44418	1.43568	0.00193725
45	1.8668	1.83827	0.00471373
5	1.60154	1.62769	0.0194789
10	1.4353	1.43564	0.00174389
6	1.61174	1.62503	0.0164128
46	1.84809	1.83848	0.00461609
11	1.43797	1.43585	0.00159819
7	1.60975	1.62285	0.0142126
12	1.43244	1.43557	0.00149009
8	1.63634	1.62454	0.0125356
47	1.85036	1.83874	0.00452478
13	1.4349	1.43552	0.00137635
9	1.64557	1.62687	0.0113586
14	1.42006	1.43441	0.00166268
48	1.9357	1.84076	0.0048606
10	1.60581	1.62477	0.0104162
15	1.43544	1.43448	0.00155325
11	1.64336	1.62646	0.00960553
49	1.85613	1.84107	0.00477153
16	1.43582	1.43456	0.00145844
12	1.60828	1.62494	0.0089237
17	1.43685	1.4347	0.00137884
13	1.59462	1.62261	0.00853669
50	1.87005	1.84165	0.00471116
18	1.43722	1.43484	0.00130934
14	1.6502	1.62458	0.00815123
19	1.42366	1.43425	0.00136621
15	1.6487	1.62619	0.00776478
51	1.89735	1.84274	0.0047437
20	1.43047	1.43406	0.00131088
16	1.58766	1.62378	0.00764385
52	1.87297	1.84332	0.00468795
17	1.62271	1.62372	0.00719447
18	1.64684	1.625	0.00690855
53	1.8261	1.843	0.00461075
19	1.60016	1.6237	0.00666752
20	1.59669	1.62234	0.00646946
54	1.78948	1.84201	0.00463065
55	1.82372	1.84167	0.00455838
