#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.20166	1.20166	0
2	1.19656	1.19911	0.00180473
3	1.19868	1.19897	0.00120883
4	1.19534	1.19806	0.00119931
5	1.20298	1.19904	0.00130254
6	1.19901	1.19904	0.00108546
7	1.20046	1.19924	0.000949288
8	1.20288	1.1997	0.000933151
9	1.19493	1.19917	0.000968224
10	1.19606	1.19886	0.000919941
11	1.19994	1.19896	0.000841575
12	1.20055	1.19909	0.000781881
13	1.1979	1.199	0.00072709
14	1.20202	1.19921	0.000706446
15	1.19854	1.19917	0.000660761
16	1.19524	1.19892	0.000663453
17	1.20532	1.1993	0.00072337
18	1.20053	1.19937	0.000686388
19	1.19511	1.19914	0.000685801
20	1.1985	1.19911	0.000652255
