#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
19	-5.04734	-5.03651	0.00196029
1	-6.49159	-6.49159	0
2	-6.47905	-6.48532	0.0044334
20	-5.03627	-5.0365	0.00186231
3	-6.48335	-6.48466	0.00300413
4	-6.47784	-6.48296	0.00269449
21	-5.03522	-5.03644	0.00177462
48	-0.501959	-0.406946	0.00486468
5	-4.92742	-4.94222	0.0167478
5	-6.48816	-6.484	0.0023481
6	-6.49407	-6.48568	0.00248548
6	-4.9196	-4.93845	0.0143747
45	-0.411686	-0.410851	0.000291425
22	-5.03265	-5.03626	0.00170227
49	-0.422353	-0.40726	0.00477555
7	-6.49099	-6.48644	0.00224343
7	-4.91894	-4.93567	0.0125885
46	-0.412557	-0.410888	0.000287441
8	-6.47838	-6.48543	0.00217745
27	-6.68395	-6.68586	0.000841913
8	-4.90108	-4.93134	0.0117338
23	-5.04295	-5.03655	0.00165286
50	-0.436264	-0.40784	0.00471514
9	-6.49261	-6.48623	0.0020765
9	-4.9516	-4.93359	0.0106437
47	-0.411096	-0.410892	0.00028136
10	-6.4849	-6.48609	0.0018731
28	-6.68426	-6.6858	0.00081377
51	-0.463651	-0.408935	0.00474798
24	-5.04536	-5.03692	0.0016242
10	-4.92855	-4.93309	0.00959132
11	-6.48999	-6.48645	0.00173605
11	-4.91561	-4.9315	0.00885002
48	-0.413559	-0.410948	0.00028093
29	-6.68904	-6.68591	0.000793369
12	-6.49312	-6.487	0.00167791
52	-0.439269	-0.409518	0.00469237
25	-5.03611	-5.03689	0.00155956
12	-4.93533	-4.93182	0.00811826
13	-6.48925	-6.48718	0.00155773
49	-0.411155	-0.410952	0.000275228
13	-4.8877	-4.92843	0.00817255
53	-0.392337	-0.409194	0.00461502
30	-6.68543	-6.68589	0.000767087
14	-6.48196	-6.4868	0.00149035
26	-5.01653	-5.03611	0.00168473
14	-4.94746	-4.92979	0.00770109
15	-6.49184	-6.48714	0.00142827
50	-0.40916	-0.410916	0.000272047
15	-4.91234	-4.92862	0.00727495
54	-0.35567	-0.408203	0.00463478
31	-6.68412	-6.68584	0.000744469
16	-6.48343	-6.48691	0.00135773
27	-5.03883	-5.03621	0.00162534
16	-4.932	-4.92883	0.00682333
51	-0.412441	-0.410946	0.00026835
17	-6.48809	-6.48698	0.00127965
55	-0.389953	-0.407871	0.00456237
17	-4.91612	-4.92809	0.00646284
32	-6.68265	-6.68574	0.000727848
18	-6.4912	-6.48721	0.00122987
28	-5.03161	-5.03604	0.00157558
52	-0.410715	-0.410942	0.000263226
18	-4.91828	-4.92754	0.00612674
19	-6.49242	-6.48749	0.00119534
56	-0.345766	-0.406762	0.00461372
33	-6.67691	-6.68547	0.000753396
19	-4.90219	-4.92621	0.00594776
20	-6.48659	-6.48744	0.00113641
29	-5.039	-5.03614	0.00152453
20	-4.88757	-4.92427	0.00595585
57	-0.393191	-0.406524	0.00453892
34	-6.68542	-6.68547	0.000731238
30	-5.0357	-5.03613	0.00147379
58	-0.381768	-0.406097	0.00448068
31	-5.02194	-5.03567	0.0014956
59	-0.413239	-0.406218	0.00440637
60	-0.403087	-0.406166	0.00433324
