#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
51	1.65	1.65	5.90174e-09
1	1.68021	1.68021	0
5	1.44219	1.4407	0.00200727
56	1.2	1.2	7.45058e-09
2	1.59662	1.63841	0.0295545
52	1.65	1.65	5.06167e-09
6	1.44685	1.44173	0.00191636
3	1.58717	1.62133	0.02414
82	1.83589	1.84296	0.00381689
7	1.44716	1.4425	0.00179311
57	1.2	1.2	7.38494e-09
87	1.8	1.8	4.51862e-09
53	1.65	1.65	5.01369e-09
4	1.58546	1.61236	0.0197001
8	1.44525	1.44285	0.00160144
88	1.8	1.8	3.17694e-09
5	1.60704	1.6113	0.0157889
83	1.833	1.84284	0.00377279
9	1.43338	1.4418	0.00173522
58	1.2	1.2	7.321e-09
54	1.65	1.65	4.05558e-09
6	1.56655	1.60384	0.0148148
89	1.8	1.8	3.15904e-09
10	1.44244	1.44186	0.00156291
84	1.80916	1.84244	0.00374913
7	1.59003	1.60187	0.0128291
11	1.44819	1.44244	0.00152296
59	1.2	1.2	7.99868e-09
90	1.8	1.8	0
55	1.65	1.65	4.01854e-09
8	1.59172	1.6006	0.011288
12	1.43421	1.44175	0.00154245
85	1.80955	1.84205	0.00372493
91	1.8	1.8	0
9	1.58199	1.59853	0.0102213
13	1.44408	1.44193	0.00143414
60	1.2	1.2	8.1617e-09
56	1.65	1.65	2.81605e-09
10	1.57833	1.59651	0.00939675
92	1.8	1.8	2.19706e-09
14	1.44202	1.44194	0.00133172
86	1.77649	1.84129	0.00375881
61	1.2	1.2	8.09453e-09
11	1.57867	1.59489	0.00868135
15	1.43337	1.44136	0.00135977
93	1.8	1.8	2.18521e-09
57	1.65	1.65	2.79124e-09
16	1.44604	1.44166	0.00130583
12	1.59816	1.59516	0.00796218
87	1.82536	1.8411	0.00372006
94	1.8	1.8	3.76471e-09
62	1.2	1.2	8.02898e-09
17	1.44941	1.44211	0.00130627
13	1.57632	1.59371	0.0074805
58	1.65	1.65	0
88	1.82191	1.84089	0.00368417
18	1.44192	1.4421	0.00123374
95	1.8	1.8	3.74485e-09
14	1.5632	1.59153	0.00725672
63	1.2	1.2	7.96501e-09
19	1.449	1.44247	0.00122105
15	1.53682	1.58788	0.00763485
59	1.65	1.65	0
96	1.8	1.8	4.80933e-09
89	1.8217	1.84067	0.00364908
20	1.4489	1.44279	0.00120167
16	1.61585	1.58963	0.00735504
97	1.8	1.8	4.78447e-09
60	1.65	1.65	0
17	1.59212	1.58978	0.00692384
18	1.60016	1.59036	0.00656315
61	1.65	1.65	2.69818e-09
19	1.57729	1.58967	0.00625365
20	1.60507	1.59044	0.00598822
62	1.65	1.65	2.67633e-09
63	1.65	1.65	3.75474e-09
