#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.43141	1.43141	0
2	1.42751	1.42946	0.00137617
3	1.41338	1.4241	0.00447249
4	1.42749	1.42495	0.00343399
5	1.41591	1.42314	0.00318741
6	1.42459	1.42338	0.00266534
7	1.4357	1.42514	0.00280601
8	1.42703	1.42538	0.00246521
9	1.42975	1.42586	0.00223857
10	1.42291	1.42557	0.00203409
11	1.42084	1.42514	0.00189397
12	1.43125	1.42565	0.0018032
13	1.42911	1.42591	0.00168406
14	1.42167	1.42561	0.00159088
15	1.42547	1.4256	0.00148485
16	1.41703	1.42507	0.00148566
17	1.4245	1.42503	0.00139863
18	1.43288	1.42547	0.00138728
19	1.42757	1.42558	0.00131864
20	1.43155	1.42588	0.00128605
