#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.17786	1.17786	0
2	1.1695	1.17368	0.00295461
3	1.17881	1.17539	0.00241477
4	1.1638	1.17249	0.00309461
5	1.17325	1.17265	0.00247938
6	1.17349	1.17279	0.00207017
7	1.17534	1.17315	0.00180617
8	1.1737	1.17322	0.00158172
9	1.17418	1.17333	0.00140956
10	1.17333	1.17333	0.0012686
11	1.18114	1.17404	0.00133739
12	1.16431	1.17323	0.00145099
13	1.18373	1.17403	0.00154805
14	1.17	1.17375	0.00146406
15	1.17183	1.17362	0.00137204
16	1.17881	1.17394	0.0013241
17	1.17141	1.17379	0.00125453
18	1.17926	1.1741	0.00122107
19	1.1661	1.17368	0.00122713
20	1.17184	1.17358	0.00116922
