#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
5	1.3464	1.34519	0.00163866
1	1.50983	1.50983	0
6	1.3511	1.34617	0.00163554
2	1.43113	1.47048	0.0278267
7	1.33666	1.34481	0.00188377
3	1.39944	1.4468	0.0267958
21	1.82197	1.83301	0.00665674
8	1.34739	1.34513	0.00167556
4	1.43355	1.44349	0.0203006
9	1.34418	1.34503	0.00149275
5	1.40586	1.43596	0.0175798
22	1.82607	1.83269	0.00636163
10	1.35008	1.34553	0.00142646
6	1.41166	1.43191	0.0151093
11	1.34401	1.3454	0.00130347
23	1.87111	1.83437	0.00630049
7	1.46373	1.43646	0.0136175
12	1.34267	1.34517	0.0012145
8	1.40328	1.43231	0.012531
13	1.34271	1.34498	0.00113567
24	1.84655	1.83487	0.00605838
9	1.40629	1.42942	0.0114673
14	1.35372	1.3456	0.0012142
10	1.41613	1.42809	0.0103972
25	1.91193	1.83796	0.00655338
15	1.33694	1.34503	0.00126307
11	1.38147	1.42385	0.0102795
16	1.34685	1.34514	0.00118927
12	1.38538	1.42065	0.00991026
26	1.87804	1.8395	0.00648015
17	1.34395	1.34507	0.00112138
13	1.41306	1.42006	0.0091651
18	1.34167	1.34488	0.0010749
27	1.85346	1.84001	0.00626075
14	1.3886	1.41782	0.00878162
19	1.34178	1.34472	0.00103065
15	1.43396	1.41889	0.00826189
20	1.33851	1.34441	0.00102483
28	1.80594	1.8388	0.00615429
16	1.43157	1.41968	0.00778343
17	1.40583	1.41887	0.00736811
18	1.40789	1.41826	0.00698398
19	1.39703	1.41714	0.00670518
20	1.46749	1.41966	0.00682617
