#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.782662	0.782662	0
2	0.779914	0.781288	0.000971835
3	0.779296	0.780624	0.000844853
4	0.784545	0.781604	0.00105929
5	0.779991	0.781281	0.000895244
6	0.780834	0.781207	0.000749143
7	0.78516	0.781772	0.000828029
8	0.782286	0.781836	0.000727021
9	0.781753	0.781827	0.0006463
10	0.780998	0.781744	0.000586958
11	0.781446	0.781717	0.000534221
12	0.779439	0.781527	0.00052233
13	0.781528	0.781527	0.000482151
14	0.780813	0.781476	0.000450404
15	0.783089	0.781583	0.000433025
16	0.776369	0.781258	0.000514177
17	0.779541	0.781157	0.000493744
18	0.777962	0.780979	0.000497197
19	0.77845	0.780846	0.000488518
20	0.782698	0.780939	0.000472784
