#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.49613	-6.49613	0
2	-6.48362	-6.48987	0.00442018
3	-6.48879	-6.48951	0.00296142
4	-6.47808	-6.48666	0.00332638
5	-6.49541	-6.48841	0.00308793
6	-6.48772	-6.48829	0.00257542
7	-6.49147	-6.48875	0.00224724
8	-6.49497	-6.48952	0.00209658
9	-6.49605	-6.49025	0.00198515
10	-6.49096	-6.49032	0.00178791
11	-6.4871	-6.49003	0.00164918
12	-6.4932	-6.49029	0.00153273
13	-6.4876	-6.49008	0.00142879
14	-6.48996	-6.49007	0.00132676
15	-6.48305	-6.48961	0.00131848
16	-6.49781	-6.49012	0.0013321
17	-6.49628	-6.49048	0.00130217
18	-6.49244	-6.49059	0.00123437
19	-6.49449	-6.4908	0.00118633
20	-6.49475	-6.49099	0.0011434
