#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.00625	1.00625	0
7	1.51207	1.46553	0.0179184
2	0.953626	0.979939	0.0186065
8	1.52937	1.47351	0.0173644
3	0.951219	0.970366	0.0146618
19	0.620014	0.619165	0.00031902
9	1.52417	1.47914	0.0163217
8	1.2	1.2	7.45058e-09
10	1.49152	1.48038	0.0147364
9	1.2	1.2	7.02447e-09
4	0.934043	0.961285	0.013519
20	0.620016	0.619207	0.000305894
10	1.2	1.2	6.664e-09
11	1.49681	1.48187	0.0134722
11	1.2	1.2	6.35388e-09
12	1.52193	1.48521	0.0127563
12	1.2	1.2	6.08337e-09
13	1.51275	1.48733	0.0119497
13	1.2	1.2	5.84472e-09
14	1.2	1.2	5.63211e-09
15	1.2	1.2	0
