#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.37498	-4.37498	0
2	-4.37497	-4.37498	5.80679e-06
3	-4.37314	-4.37437	0.000498724
4	-4.37457	-4.37442	0.000376756
5	-4.3735	-4.37423	0.000343159
6	-4.37341	-4.3741	0.000311945
7	-4.37378	-4.37405	0.000270561
8	-4.3743	-4.37408	0.000238533
9	-4.37493	-4.37418	0.000229645
10	-4.3736	-4.37412	0.000213862
11	-4.37399	-4.37411	0.00019475
12	-4.374	-4.3741	0.000178735
13	-4.37353	-4.37406	0.00017017
14	-4.37364	-4.37403	0.000160525
15	-4.37459	-4.37406	0.00015413
16	-4.37334	-4.37402	0.000150904
17	-4.37437	-4.37404	0.000143475
18	-4.37444	-4.37406	0.000137251
19	-4.37334	-4.37402	0.000135227
20	-4.37349	-4.374	0.000131118
