#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
5	1.44064	1.4329	0.00247971
6	1.43207	1.43276	0.0020703
1	1.6223	1.6223	0
67	1.86846	1.8409	0.00405848
7	1.43997	1.43379	0.00201413
8	1.43055	1.43339	0.0018026
68	1.81944	1.84058	0.00401104
9	1.43459	1.43352	0.00160729
2	1.64634	1.63432	0.00849842
10	1.43504	1.43367	0.00145375
69	1.88286	1.84119	0.00399943
11	1.43406	1.43371	0.00132201
3	1.61554	1.62806	0.00763017
70	1.8442	1.84124	0.00394253
12	1.43578	1.43388	0.00122306
13	1.43219	1.43375	0.00113586
71	1.82875	1.84106	0.00389092
4	1.62805	1.62806	0.00572263
14	1.43187	1.43362	0.00106267
15	1.43614	1.43379	0.00100506
72	1.7813	1.84023	0.00392442
16	1.43538	1.43389	0.000947182
5	1.64569	1.63158	0.00555885
73	1.77776	1.83938	0.00396286
17	1.43448	1.43392	0.000892115
18	1.43859	1.43418	0.000879477
74	1.84146	1.8394	0.00390941
19	1.42693	1.4338	0.000912127
6	1.61694	1.62914	0.0051402
20	1.43486	1.43385	0.000868064
7	1.63625	1.63016	0.00450489
8	1.6312	1.63029	0.00394367
9	1.64149	1.63153	0.00369675
