#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.20873	-5.20873	0
69	-0.449264	-0.407402	0.00400363
2	-5.11881	-5.16377	0.0317918
70	-0.410404	-0.407445	0.00394667
5	-6.69842	-6.69554	0.00140634
3	-5.14984	-5.15913	0.0215311
6	-6.69282	-6.69509	0.00124287
4	-5.15314	-5.15763	0.0162004
72	-0.4117	-0.411082	0.000217545
71	-0.394951	-0.407269	0.003895
7	-6.68801	-6.69408	0.00141814
5	-5.1196	-5.15002	0.0146375
43	-5.03487	-5.03655	0.00122561
73	-0.413363	-0.411113	0.000216797
8	-6.69236	-6.69386	0.0012571
6	-5.0692	-5.13655	0.01732
72	-0.347484	-0.406439	0.00392842
9	-6.69157	-6.69361	0.00114291
74	-0.412407	-0.411131	0.000214571
48	-6.68614	-6.68556	0.000692654
7	-5.11311	-5.1332	0.015166
44	-5.03979	-5.03662	0.00119997
10	-6.69705	-6.69395	0.00107936
73	-0.343975	-0.405583	0.0039667
75	-0.408339	-0.411094	0.000214916
8	-5.08613	-5.12732	0.0143667
11	-6.68836	-6.69344	0.00109454
49	-6.68119	-6.68547	0.000684227
9	-5.10145	-5.12444	0.0130548
45	-5.02563	-5.03638	0.00119794
76	-0.412421	-0.411111	0.000212797
12	-6.69419	-6.69351	0.00100508
74	-0.407681	-0.405611	0.00391319
10	-5.12412	-5.12441	0.0117494
13	-6.69709	-6.69378	0.000964854
50	-6.6805	-6.68537	0.000677724
77	-0.410171	-0.411099	0.000210384
46	-5.0261	-5.03616	0.00119256
11	-5.10728	-5.12285	0.010784
14	-6.69231	-6.69368	0.000901669
75	-0.456647	-0.406292	0.00391974
78	-0.40865	-0.411068	0.000210016
12	-5.12671	-5.12318	0.00989015
15	-6.69855	-6.694	0.000898222
51	-6.68722	-6.68541	0.000665399
47	-5.03353	-5.0361	0.0011685
13	-5.09059	-5.12067	0.00944161
76	-0.446697	-0.406823	0.00390405
16	-6.68906	-6.69369	0.000893678
79	-0.409748	-0.411051	0.000208021
14	-5.11731	-5.12043	0.00877026
17	-6.69596	-6.69383	0.000851019
52	-6.69405	-6.68558	0.000673017
80	-0.411019	-0.41105	0.000205421
48	-5.03488	-5.03607	0.00114443
77	-0.487772	-0.407875	0.00399238
15	-5.14227	-5.12189	0.00830556
18	-6.68468	-6.69332	0.000943386
81	-0.410034	-0.411038	0.000203268
19	-6.70408	-6.69388	0.00105007
16	-5.14127	-5.1231	0.00787433
53	-6.68467	-6.68556	0.000660538
49	-5.03975	-5.03615	0.00112353
78	-0.454539	-0.408473	0.00398577
20	-6.68961	-6.69367	0.00101905
17	-5.12664	-5.12331	0.00741389
82	-0.410715	-0.411034	0.000200827
54	-6.68021	-6.68546	0.0006557
18	-5.10694	-5.1224	0.0070575
79	-0.422644	-0.408652	0.00393935
50	-5.02874	-5.036	0.0011108
19	-5.10083	-5.12126	0.00677672
55	-6.67131	-6.6852	0.000692438
80	-0.425919	-0.408868	0.00389602
20	-5.13653	-5.12203	0.00648076
81	-0.440409	-0.409258	0.00386733
