#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.1921	1.1921	0
2	1.18583	1.18897	0.00221723
3	1.18945	1.18913	0.00148398
4	1.18471	1.18803	0.00146705
5	1.18177	1.18677	0.00162213
6	1.19391	1.18796	0.00173424
7	1.18929	1.18815	0.00149682
8	1.18726	1.18804	0.00131386
9	1.1893	1.18818	0.00117528
10	1.17838	1.1872	0.00140835
11	1.18877	1.18734	0.00128753
12	1.18606	1.18724	0.00118468
13	1.18793	1.18729	0.00109475
14	1.18919	1.18743	0.00102497
15	1.18994	1.18759	0.000970211
16	1.17964	1.1871	0.00102907
17	1.1912	1.18734	0.000996381
18	1.19177	1.18758	0.000971009
19	1.18527	1.18746	0.00092748
20	1.18474	1.18733	0.000891008
