#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
51	-5.03926	-5.03607	0.00109086
1	-5.15224	-5.15224	0
5	-6.44743	-6.44568	0.00210657
56	-6.68594	-6.68521	0.0006802
2	-5.06731	-5.10977	0.0300267
52	-5.04875	-5.03631	0.00109679
6	-6.45158	-6.44666	0.00197187
3	-5.05891	-5.09282	0.0243385
82	-0.402137	-0.409171	0.00382114
7	-6.4519	-6.44741	0.00182669
57	-6.67967	-6.68512	0.000675184
87	-0.410892	-0.411022	0.000193456
53	-5.03693	-5.03632	0.00107616
4	-5.05726	-5.08393	0.019811
8	-6.44995	-6.44773	0.00162575
88	-0.408659	-0.410995	0.000193112
5	-5.07926	-5.083	0.0158708
83	-0.399284	-0.409052	0.00377696
9	-6.439	-6.44676	0.00171035
58	-6.69054	-6.68521	0.000669975
54	-5.02619	-5.03613	0.00107248
6	-5.03947	-5.07574	0.0147907
89	-0.408705	-0.41097	0.00019265
10	-6.44635	-6.44672	0.0015398
84	-0.375394	-0.408651	0.00375319
7	-5.06113	-5.07365	0.0128243
11	-6.45186	-6.44719	0.00146904
59	-6.68387	-6.68519	0.000659007
90	-0.409381	-0.410952	0.000191316
55	-5.02781	-5.03598	0.00106359
8	-5.06112	-5.07209	0.0113166
12	-6.43899	-6.4465	0.00149692
85	-0.375761	-0.408264	0.00372893
91	-0.407385	-0.410913	0.000193188
9	-5.05253	-5.06991	0.0102657
13	-6.44797	-6.44662	0.00138603
60	-6.67186	-6.68497	0.000684455
56	-5.03906	-5.03604	0.00104601
10	-5.04983	-5.06791	0.00943361
92	-0.411331	-0.410917	0.000191142
14	-6.44655	-6.44661	0.00128703
86	-0.342667	-0.407501	0.00376277
61	-6.68506	-6.68497	0.000673237
11	-5.047	-5.066	0.00876538
15	-6.43836	-6.44606	0.00131352
93	-0.406476	-0.41087	0.000194962
57	-5.03387	-5.036	0.00102835
16	-6.45061	-6.44634	0.00126176
12	-5.06831	-5.0662	0.00803704
87	-0.391531	-0.407318	0.00372399
94	-0.409534	-0.410855	0.000193405
62	-6.67908	-6.68487	0.00066905
17	-6.45431	-6.44681	0.00127148
13	-5.04887	-5.06486	0.00752846
58	-5.03915	-5.03605	0.00101206
88	-0.388189	-0.4071	0.00368801
18	-6.44662	-6.4468	0.00120088
95	-0.413373	-0.410882	0.000193176
14	-5.03491	-5.06272	0.00728844
63	-6.68536	-6.68488	0.000658476
19	-6.45331	-6.44714	0.0011855
15	-5.00686	-5.059	0.00769545
59	-5.03578	-5.03605	0.000994914
96	-0.40809	-0.410853	0.00019334
89	-0.387817	-0.406884	0.00365294
20	-6.45344	-6.44746	0.00116723
16	-5.08725	-5.06077	0.0074142
97	-0.410659	-0.410851	0.000191357
60	-5.0394	-5.0361	0.000979895
17	-5.06135	-5.0608	0.00697815
18	-5.0699	-5.06131	0.00660878
61	-5.04407	-5.03623	0.000972493
19	-5.05047	-5.06074	0.00628552
20	-5.07775	-5.06159	0.00602853
62	-5.04031	-5.0363	0.000959024
63	-5.04379	-5.03642	0.000951136
