N_BLOCK:	ACCEPTANCE:
1	1
7	1
2	1
8	1
3	1
19	1
9	1
8	0.630057
10	1
9	0.630042
4	1
20	1
10	0.630229
11	1
11	0.63043
12	1
12	0.63047
13	1
13	0.630528
14	0.630498
15	0.630463
