#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.36434	1.36434	0
2	1.35442	1.35938	0.00350665
3	1.35913	1.3593	0.00233874
4	1.36062	1.35963	0.00177711
5	1.36323	1.36035	0.00156125
6	1.35597	1.35962	0.00146154
7	1.35776	1.35935	0.00127659
8	1.3633	1.35985	0.00120861
9	1.35379	1.35917	0.00124752
10	1.35792	1.35905	0.00112909
11	1.36346	1.35945	0.00109528
12	1.35694	1.35924	0.00102384
13	1.35995	1.35929	0.000946522
14	1.36342	1.35959	0.000923671
15	1.35997	1.35961	0.00086244
16	1.35983	1.35963	0.000808638
17	1.36002	1.35965	0.000761405
18	1.3614	1.35975	0.000725267
19	1.36588	1.36007	0.000755519
20	1.35692	1.35991	0.000734009
