#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
5	1.01878	1.01933	0.000869383
1	0.884209	0.884209	0
6	1.01994	1.01943	0.000730355
2	0.848427	0.866318	0.012651
7	1.02219	1.01983	0.000724552
32	0.0599935	0.0611115	0.00018423
3	0.850889	0.861175	0.00942163
8	1.02491	1.02046	0.000869259
4	0.836567	0.855023	0.0088497
33	0.0617425	0.0611306	0.000179637
9	1.02015	1.02043	0.000773396
5	0.83867	0.851752	0.00766032
10	1.01587	1.01997	0.00081927
34	0.0603756	0.0611084	0.000175721
6	0.838339	0.849517	0.00670188
11	1.02371	1.02031	0.000812173
7	0.830956	0.846865	0.00624701
12	1.01803	1.02012	0.000766544
35	0.062309	0.0611427	0.000174016
8	0.840535	0.846074	0.00551602
13	1.02284	1.02033	0.000735586
9	0.813321	0.842435	0.00598438
14	1.02007	1.02031	0.000683287
36	0.0610671	0.0611406	0.000169195
10	0.830857	0.841277	0.00549678
15	1.02133	1.02038	0.000641104
11	0.833815	0.840599	0.00503877
37	0.0610415	0.0611379	0.000164644
16	1.02105	1.02042	0.000602397
12	0.847278	0.841155	0.00464951
17	1.01544	1.02013	0.000634341
38	0.0619813	0.0611601	0.0001618
13	0.835962	0.840756	0.00430899
18	1.0219	1.02023	0.000606681
14	0.828453	0.839877	0.00408983
19	1.0185	1.02014	0.000581507
39	0.0628963	0.0612046	0.000163661
15	0.831407	0.839312	0.00385596
20	1.02334	1.0203	0.000574053
16	0.834733	0.839026	0.00362557
17	0.8427	0.839242	0.00341873
18	0.829531	0.838703	0.0032711
19	0.829487	0.838218	0.00313469
20	0.833393	0.837976	0.00298722
