#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.20007	1.20007	0
2	1.19504	1.19755	0.00177716
3	1.19692	1.19734	0.00119717
4	1.19386	1.19647	0.00117203
5	1.20233	1.19764	0.00140633
6	1.20265	1.19848	0.00139789
7	1.19724	1.1983	0.00120937
8	1.19561	1.19796	0.001104
9	1.19726	1.19789	0.000984146
10	1.19666	1.19776	0.000893356
11	1.20222	1.19817	0.000899273
12	1.19189	1.19764	0.000964654
13	1.19154	1.19718	0.000998182
14	1.19896	1.1973	0.000934951
15	1.19677	1.19727	0.000873286
16	1.20011	1.19745	0.000836579
17	1.19904	1.19754	0.00079261
18	1.19444	1.19737	0.00076708
19	1.18778	1.19686	0.000877204
20	1.19966	1.197	0.000844421
