#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.1476	-6.1476	0
2	-6.1413	-6.14445	0.00222817
3	-6.11856	-6.13582	0.00720173
4	-6.14008	-6.13689	0.00547935
5	-6.12376	-6.13426	0.00497235
6	-6.13562	-6.13449	0.00414882
7	-6.15243	-6.13705	0.00427517
8	-6.139	-6.13729	0.0037477
9	-6.14437	-6.13808	0.00341274
10	-6.13374	-6.13765	0.00309889
11	-6.13107	-6.13705	0.00287431
12	-6.14575	-6.13777	0.00272479
13	-6.14355	-6.13822	0.00255112
14	-6.13235	-6.1378	0.0024031
15	-6.13843	-6.13784	0.00224326
16	-6.12716	-6.13717	0.00220012
17	-6.13661	-6.13714	0.00207095
18	-6.14791	-6.13774	0.00204049
19	-6.14022	-6.13787	0.00193728
20	-6.14763	-6.13836	0.00190087
