#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.1123	1.1123	0
2	1.10477	1.10853	0.00266301
3	1.108	1.10835	0.00178116
4	1.10093	1.1065	0.00209051
5	1.11277	1.10775	0.00201418
6	1.10682	1.1076	0.00168441
7	1.10946	1.10786	0.00146468
8	1.11241	1.10843	0.00138754
9	1.11296	1.10894	0.00132131
10	1.10957	1.109	0.00119069
11	1.10679	1.1088	0.00109924
12	1.11062	1.10895	0.00101808
13	1.10726	1.10882	0.000948065
14	1.10857	1.1088	0.000880514
15	1.10437	1.10851	0.000870084
16	1.11443	1.10888	0.00089108
17	1.11232	1.10908	0.000861361
18	1.10977	1.10912	0.000814363
19	1.1119	1.10926	0.000784512
20	1.11155	1.10938	0.000753546
