#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.19892	1.19892	0
2	1.19396	1.19644	0.00175402
3	1.18951	1.19413	0.00221984
4	1.18736	1.19244	0.00221737
5	1.19075	1.1921	0.00179949
6	1.20171	1.1937	0.0020949
7	1.19603	1.19403	0.00182185
8	1.19356	1.19397	0.0015951
9	1.19756	1.19437	0.00146677
10	1.19526	1.19446	0.00132277
11	1.19671	1.19467	0.00121828
12	1.19358	1.19458	0.00112011
13	1.18899	1.19415	0.00111328
14	1.19387	1.19413	0.00103394
15	1.19756	1.19436	0.000990066
16	1.20141	1.1948	0.00102167
17	1.19517	1.19482	0.000961806
18	1.19493	1.19482	0.000908392
19	1.19591	1.19488	0.000862366
20	1.19392	1.19483	0.000820584
