#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
5	-6.46069	-6.45219	0.00270779
1	-5.13243	-5.13243	0
43	-0.349264	-0.403656	0.00488912
6	-6.45778	-6.45312	0.00241155
2	-5.03474	-5.08358	0.0345395
7	-6.44932	-6.45258	0.00212728
44	-0.410418	-0.40381	0.00478042
3	-5.05122	-5.07279	0.0246538
8	-6.45445	-6.45281	0.00187424
4	-5.0054	-5.05595	0.0235538
9	-6.46281	-6.45392	0.00196785
45	-0.432928	-0.404457	0.00471778
5	-5.02245	-5.04925	0.0197728
10	-6.45285	-6.45381	0.00177397
6	-5.03315	-5.04656	0.0166583
46	-0.414254	-0.40467	0.00462002
11	-6.45638	-6.45405	0.00162803
7	-5.03123	-5.04437	0.0144219
12	-6.4502	-6.45373	0.00152354
8	-5.0588	-5.04618	0.0127314
47	-0.416617	-0.404924	0.00452871
13	-6.45277	-6.45365	0.00140813
9	-5.06862	-5.04867	0.0115583
14	-6.43726	-6.45248	0.00172688
48	-0.501959	-0.406946	0.00486468
10	-5.02712	-5.04651	0.0106015
15	-6.45458	-6.45262	0.00161739
11	-5.06718	-5.04839	0.00980267
49	-0.422353	-0.40726	0.00477555
16	-6.45436	-6.45273	0.00151995
12	-5.03207	-5.04703	0.00907968
17	-6.45535	-6.45289	0.00143832
13	-5.01526	-5.04459	0.008704
50	-0.436264	-0.40784	0.00471514
18	-6.45557	-6.45303	0.00136613
14	-5.07184	-5.04653	0.00829703
19	-6.44086	-6.45239	0.00143676
15	-5.07067	-5.04814	0.00789837
51	-0.463651	-0.408935	0.00474798
20	-6.44877	-6.45221	0.00137627
16	-5.00949	-5.04573	0.00776549
52	-0.439269	-0.409518	0.00469237
17	-5.04474	-5.04567	0.00730891
18	-5.06946	-5.04699	0.00702134
53	-0.392337	-0.409194	0.00461502
19	-5.02375	-5.04577	0.00675747
20	-5.01903	-5.04443	0.0065505
54	-0.35567	-0.408203	0.00463478
55	-0.389953	-0.407871	0.00456237
