#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
5	-5.18607	-5.1866	0.000272687
1	-3.75131	-3.75131	0
6	-5.18666	-5.18661	0.00022741
2	-3.75109	-3.7512	7.90377e-05
7	-5.18565	-5.18647	0.000232975
3	-3.75176	-3.75139	0.000162697
21	1.43389	1.43382	1.22334e-05
8	-5.18666	-5.1865	0.000204961
4	-3.75128	-3.75136	0.000124274
9	-5.18667	-5.18652	0.00018306
5	-3.74991	-3.75107	0.000277914
22	1.43384	1.43382	1.17228e-05
10	-5.18704	-5.18657	0.000172125
6	-3.75095	-3.75105	0.000232273
11	-5.1876	-5.18666	0.00018046
23	1.43386	1.43382	1.13493e-05
7	-3.74892	-3.75075	0.000345066
12	-5.18672	-5.18667	0.000165487
8	-3.75258	-3.75097	0.00037009
13	-5.18668	-5.18667	0.000152763
24	1.43372	1.43382	1.17366e-05
9	-3.75075	-3.75095	0.000329792
14	-5.18744	-5.18672	0.000151546
10	-3.75023	-3.75088	0.000304609
25	1.43364	1.43381	1.32368e-05
15	-5.1865	-5.18671	0.000142174
11	-3.75146	-3.75093	0.000281476
16	-5.18651	-5.1867	0.000133802
12	-3.74914	-3.75078	0.000294967
26	1.43371	1.43381	1.3277e-05
17	-5.18668	-5.1867	0.000125936
13	-3.74893	-3.75064	0.000304727
18	-5.1875	-5.18674	0.00012667
27	1.43371	1.43381	1.3246e-05
14	-3.74912	-3.75053	0.000301662
19	-5.18825	-5.18682	0.000142842
15	-3.74973	-3.75048	0.000286233
20	-5.18775	-5.18687	0.000143054
28	1.43369	1.4338	1.33718e-05
16	-3.753	-3.75063	0.000308719
17	-3.74806	-3.75048	0.000325601
18	-3.74982	-3.75045	0.000309568
19	-3.75022	-3.75043	0.000293506
20	-3.75206	-3.75052	0.000289824
