#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.57398	-6.57398	0
2	-6.56448	-6.56923	0.00335814
3	-6.56721	-6.56855	0.00230516
88	-0.388189	-0.4071	0.00368801
4	-6.57511	-6.57019	0.00223718
16	-5.03263	-5.02817	0.00306782
5	-6.5663	-6.56941	0.00192074
89	-0.387817	-0.406884	0.00365294
6	-6.56775	-6.56914	0.00162054
7	-6.56674	-6.56879	0.00142478
90	-0.38314	-0.40662	0.00362186
17	-5.03608	-5.02864	0.00292246
8	-6.56637	-6.56849	0.00127849
9	-6.57996	-6.56976	0.00165365
91	-0.462333	-0.407232	0.00363344
10	-6.57198	-6.56999	0.00150301
18	-5.02452	-5.02841	0.00276902
92	-0.487452	-0.408104	0.00369709
11	-6.56968	-6.56996	0.00136663
12	-6.55841	-6.569	0.00155496
19	-5.0385	-5.02894	0.00267379
93	-0.520946	-0.409317	0.0038513
13	-6.57342	-6.56934	0.00147218
14	-6.57657	-6.56985	0.00145476
94	-0.433776	-0.409578	0.00381911
15	-6.56683	-6.56965	0.00137163
20	-5.01838	-5.02841	0.00259173
16	-6.57098	-6.56973	0.00128841
95	-0.428045	-0.409772	0.00378385
17	-6.57092	-6.5698	0.0012145
21	-5.03627	-5.02878	0.0024952
96	-0.337288	-0.409017	0.00381902
18	-6.56818	-6.56971	0.00115036
19	-6.56458	-6.56944	0.00112106
97	-0.354753	-0.408457	0.0038204
20	-6.57485	-6.56971	0.00109706
98	-0.386079	-0.408229	0.00378824
99	-0.405486	-0.408201	0.00375008
100	-0.395488	-0.408074	0.00371473
