#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
75	-0.456647	-0.406292	0.00391974
1	-6.47347	-6.47347	0
2	-6.46148	-6.46748	0.00423912
76	-0.446697	-0.406823	0.00390405
3	-6.46374	-6.46623	0.00300341
4	-6.46727	-6.46649	0.0022637
77	-0.487772	-0.407875	0.00399238
5	-6.4673	-6.46665	0.0018168
78	-0.454539	-0.408473	0.00398577
6	-6.46556	-6.46647	0.00152305
7	-6.47451	-6.46762	0.0016838
79	-0.422644	-0.408652	0.00393935
8	-6.46891	-6.46778	0.00148102
9	-6.4768	-6.46878	0.00162055
10	-5.02861	-5.02625	0.003387
80	-0.425919	-0.408868	0.00389602
10	-6.46188	-6.46809	0.00159899
11	-6.47152	-6.46841	0.00148369
81	-0.440409	-0.409258	0.00386733
12	-6.46125	-6.46781	0.00147485
11	-5.0459	-5.02804	0.0035188
13	-6.46745	-6.46778	0.00136166
82	-0.402137	-0.409171	0.00382114
14	-6.46103	-6.4673	0.00134702
12	-5.02007	-5.02738	0.00328763
83	-0.399284	-0.409052	0.00377696
15	-6.46713	-6.46729	0.00125726
16	-6.46274	-6.467	0.00121042
84	-0.375394	-0.408651	0.00375319
17	-6.46874	-6.46711	0.00114351
13	-5.05169	-5.02925	0.00352681
18	-6.4688	-6.4672	0.00108386
85	-0.375761	-0.408264	0.00372893
19	-6.46878	-6.46728	0.00103
14	-5.0118	-5.028	0.0034881
20	-6.46875	-6.46736	0.000981097
86	-0.342667	-0.407501	0.00376277
87	-0.391531	-0.407318	0.00372399
15	-5.02608	-5.02787	0.0032579
