#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
5	0.960427	0.955268	0.00165314
6	0.954713	0.955176	0.0013802
1	1.08154	1.08154	0
67	1.24564	1.22726	0.00270565
7	0.959978	0.955862	0.00134275
8	0.953702	0.955592	0.00120173
68	1.21296	1.22705	0.00267403
9	0.956397	0.955681	0.00107153
2	1.09756	1.08955	0.00566561
10	0.956696	0.955783	0.000969167
69	1.25524	1.22746	0.00266629
11	0.956039	0.955806	0.000881341
3	1.07703	1.08538	0.00508678
70	1.22947	1.22749	0.00262835
12	0.957187	0.955921	0.000815374
13	0.954795	0.955834	0.00075724
71	1.21917	1.22737	0.00259395
4	1.08537	1.08537	0.00381508
14	0.954578	0.955745	0.000708446
15	0.957427	0.955857	0.00067004
72	1.18753	1.22682	0.00261628
16	0.956921	0.955923	0.000631455
5	1.09712	1.08772	0.0037059
73	1.18517	1.22625	0.00264191
17	0.956321	0.955947	0.000594743
18	0.95906	0.95612	0.000586318
74	1.22764	1.22627	0.00260627
19	0.951289	0.955866	0.000608085
6	1.07796	1.0861	0.0034268
20	0.956573	0.955901	0.000578709
7	1.09083	1.08677	0.00300326
8	1.08747	1.08686	0.00262911
9	1.09433	1.08769	0.0024645
