#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.70959	-5.70959	0
2	-5.70837	-5.70898	0.000430883
3	-5.71001	-5.70933	0.000401719
4	-5.70876	-5.70918	0.000325456
5	-5.71005	-5.70936	0.000302573
6	-5.70912	-5.70932	0.000254637
7	-5.70874	-5.70924	0.000231126
8	-5.70949	-5.70927	0.00020447
9	-5.70996	-5.70934	0.000195636
10	-5.70973	-5.70938	0.000179925
11	-5.70931	-5.70938	0.000163708
12	-5.70858	-5.70931	0.000162992
13	-5.70922	-5.7093	0.000150612
14	-5.7081	-5.70922	0.000162602
15	-5.70942	-5.70923	0.000152333
16	-5.70956	-5.70925	0.000144195
17	-5.71	-5.7093	0.000142346
18	-5.70987	-5.70933	0.000138011
19	-5.70966	-5.70935	0.00013188
20	-5.70956	-5.70936	0.000125727
