#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.801108	0.801108	0
2	0.797705	0.799406	0.00120315
3	0.79912	0.799311	0.000805885
4	0.796893	0.798706	0.000799539
5	0.80199	0.799363	0.000868359
6	0.799341	0.799359	0.000723641
7	0.800309	0.799495	0.000632859
8	0.80192	0.799798	0.000622101
9	0.79662	0.799445	0.000645482
10	0.797373	0.799238	0.000613294
11	0.799961	0.799304	0.00056105
12	0.800367	0.799392	0.000521254
13	0.798598	0.799331	0.000484727
14	0.801345	0.799475	0.000470964
15	0.799028	0.799445	0.000440507
16	0.796828	0.799282	0.000442302
17	0.803548	0.799533	0.000482247
18	0.800351	0.799578	0.000457592
19	0.796742	0.799429	0.000457201
20	0.799003	0.799407	0.000434837
