#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.952098	0.952098	0
2	0.949194	0.950646	0.00102685
3	0.949301	0.950198	0.000776317
4	0.949792	0.950096	0.000588835
5	0.949272	0.949931	0.000493612
6	0.954596	0.950709	0.000820342
7	0.950423	0.950668	0.000704164
8	0.953445	0.951015	0.000696449
9	0.949098	0.950802	0.000650835
10	0.947654	0.950487	0.000657492
11	0.94866	0.950321	0.000618342
12	0.951179	0.950393	0.000570933
13	0.94646	0.95009	0.000601832
14	0.950083	0.95009	0.000558844
15	0.949099	0.950024	0.000525473
16	0.950536	0.950056	0.000493607
17	0.952621	0.950207	0.000487093
18	0.950182	0.950205	0.000460034
19	0.951388	0.950267	0.000440011
20	0.950642	0.950286	0.000418409
