#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.14648	1.14648	0
2	1.1367	1.14159	0.00345575
3	1.14124	1.14147	0.00230583
4	1.14282	1.14181	0.00175377
5	1.14518	1.14248	0.00152745
6	1.13801	1.14174	0.00144336
7	1.13964	1.14144	0.00126798
8	1.14517	1.1419	0.00119234
9	1.13606	1.14126	0.00122377
10	1.14023	1.14115	0.00110568
11	1.14565	1.14156	0.00107803
12	1.13915	1.14136	0.00100679
13	1.14221	1.14143	0.000931472
14	1.14554	1.14172	0.000910015
15	1.14204	1.14174	0.000849603
16	1.14202	1.14176	0.000796676
17	1.1421	1.14178	0.000750062
18	1.14351	1.14187	0.000714562
19	1.1477	1.14218	0.000739827
20	1.13915	1.14203	0.000718144
