#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	0.760657	0.760657	0
2	0.758722	0.759689	0.000684051
3	0.757333	0.758904	0.000786969
4	0.761058	0.759442	0.000752192
5	0.757184	0.758991	0.000724773
6	0.762408	0.75956	0.000796978
7	0.760017	0.759626	0.000685789
8	0.758104	0.759435	0.000625892
9	0.755806	0.759032	0.000673827
10	0.759849	0.759114	0.000611378
11	0.760065	0.7592	0.000561878
12	0.758208	0.759118	0.000521104
13	0.758274	0.759053	0.000485042
14	0.761372	0.759218	0.000477839
15	0.755327	0.758959	0.000511572
16	0.759297	0.75898	0.000480036
17	0.753832	0.758677	0.000538932
18	0.757937	0.758636	0.000510559
19	0.755905	0.758492	0.00050352
20	0.762251	0.75868	0.000512212
