#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.914527	0.914527	0
2	0.91282	0.913673	0.000603526
3	0.911324	0.91289	0.000755321
4	0.915047	0.913429	0.000734094
5	0.911117	0.912967	0.000718358
6	0.916612	0.913574	0.000816074
7	0.914047	0.913642	0.000702278
8	0.912013	0.913438	0.000643333
9	0.90977	0.913031	0.000688992
10	0.913821	0.91311	0.000624611
11	0.914056	0.913196	0.000573723
12	0.912125	0.913107	0.000532805
13	0.912215	0.913038	0.000496219
14	0.915314	0.9132	0.000486672
15	0.909103	0.912927	0.000525329
16	0.913293	0.91295	0.000492993
17	0.907694	0.912641	0.000552498
18	0.911818	0.912595	0.000523692
19	0.909603	0.912438	0.000519277
20	0.916256	0.912629	0.000527235
