#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.80256	1.80256	0
2	1.79584	1.7992	0.00237566
3	1.78186	1.79342	0.00497845
4	1.80169	1.79549	0.00414085
5	1.78289	1.79297	0.00400617
6	1.8017	1.79442	0.00359304
7	1.77942	1.79228	0.00366354
8	1.79721	1.7929	0.00325704
9	1.78686	1.79223	0.00296331
10	1.79025	1.79203	0.00267354
11	1.80039	1.79279	0.00253629
12	1.79948	1.79335	0.00238543
13	1.78257	1.79252	0.00234165
14	1.79236	1.79251	0.00217442
15	1.79401	1.79261	0.00203175
16	1.79267	1.79261	0.00190477
17	1.79864	1.79296	0.00182551
18	1.79344	1.79299	0.00172428
19	1.79351	1.79302	0.00163375
20	1.80124	1.79343	0.00160295
