#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.26144	-5.26144	0
7	-0.371463	-0.301558	0.0269035
2	-5.18236	-5.2219	0.02796
8	-0.397398	-0.313538	0.0260718
3	-5.17926	-5.20769	0.0219578
19	-6.90732	-6.90512	0.000509735
9	-0.389555	-0.321984	0.0245049
8	-0.413753	-0.411834	0.000857576
10	-0.340566	-0.323842	0.0221248
9	-0.412019	-0.411855	0.000762535
4	-5.15025	-5.19333	0.0206361
20	-6.90611	-6.90517	0.000486635
10	-0.407355	-0.411405	0.000808222
11	-0.34842	-0.326077	0.0202259
11	-0.409942	-0.411272	0.000745603
12	-0.386127	-0.331081	0.0191495
12	-0.410657	-0.41122	0.000685228
13	-0.372367	-0.334257	0.0179379
13	-0.410373	-0.411155	0.000635615
14	-0.410098	-0.41108	0.000594681
15	-0.411931	-0.411137	0.000557738
