#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.66632	-6.66632	0
2	-6.65982	-6.66307	0.00229575
3	-6.66303	-6.66306	0.00153054
4	-6.65959	-6.66219	0.0013709
5	-6.66826	-6.6634	0.00154298
6	-6.66831	-6.66422	0.00148702
7	-6.66181	-6.66388	0.00131385
8	-6.66193	-6.66363	0.00117202
9	-6.66221	-6.66348	0.00105247
10	-6.66231	-6.66336	0.000953632
11	-6.66762	-6.66375	0.000942177
12	-6.6569	-6.66318	0.00102205
13	-6.65699	-6.6627	0.00104844
14	-6.66558	-6.66291	0.000993549
15	-6.66231	-6.66287	0.000928116
16	-6.66558	-6.66304	0.000885489
17	-6.66427	-6.66311	0.000836387
18	-6.65998	-6.66293	0.000807819
19	-6.65401	-6.66246	0.000891433
20	-6.66521	-6.6626	0.000857367
