#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.15429	-6.15429	0
2	-6.14671	-6.1505	0.00267909
3	-6.13871	-6.14657	0.00367214
4	-6.13669	-6.1441	0.00348784
5	-6.14081	-6.14344	0.00285168
6	-6.15722	-6.14574	0.00316822
7	-6.14964	-6.1463	0.00276421
8	-6.14467	-6.14609	0.00242619
9	-6.15151	-6.1467	0.00223013
10	-6.14729	-6.14675	0.00200792
11	-6.14956	-6.14701	0.00184149
12	-6.14459	-6.14681	0.00169907
13	-6.13821	-6.14615	0.00169227
14	-6.14606	-6.14614	0.0015714
15	-6.15016	-6.14641	0.00148931
16	-6.15751	-6.1471	0.00154942
17	-6.14713	-6.1471	0.00145828
18	-6.14646	-6.14707	0.0013777
19	-6.14842	-6.14714	0.00130702
20	-6.14669	-6.14712	0.00124186
