#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.35591	-4.35591	0
2	-4.35578	-4.35584	4.80628e-05
3	-4.35445	-4.35538	0.000379553
4	-4.35564	-4.35545	0.000290266
5	-4.35469	-4.3553	0.000268592
6	-4.35465	-4.35519	0.000244715
7	-4.3556	-4.35525	0.000216601
8	-4.35433	-4.35513	0.000217502
9	-4.35518	-4.35514	0.000193389
10	-4.3544	-4.35506	0.000187439
11	-4.35449	-4.35501	0.000177589
12	-4.35421	-4.35494	0.000174736
13	-4.35472	-4.35493	0.000162137
14	-4.35526	-4.35495	0.000152302
15	-4.35381	-4.35488	0.000159875
16	-4.35539	-4.35491	0.000153124
17	-4.35438	-4.35488	0.000147185
18	-4.35407	-4.35483	0.000145705
19	-4.35456	-4.35482	0.000138754
20	-4.35581	-4.35487	0.000140412
