#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
19	1.65	1.65	1.18422e-08
1	1.40037	1.40037	0
2	1.38905	1.39471	0.00400155
20	1.65	1.65	9.42432e-09
3	1.393	1.39414	0.00270814
4	1.38818	1.39265	0.00240591
21	1.65	1.65	9.1972e-09
48	1.9357	1.84076	0.0048606
5	1.82818	1.84409	0.0167594
5	1.39829	1.39378	0.00217307
6	1.40361	1.39542	0.00234883
6	1.82219	1.84044	0.0143582
45	1.8	1.8	1.21667e-08
22	1.65	1.65	1.10052e-08
49	1.85613	1.84107	0.00477153
7	1.40108	1.39623	0.00214804
7	1.82317	1.83798	0.0125173
46	1.8	1.8	1.20338e-08
8	1.38828	1.39523	0.00209687
27	1.2	1.2	7.02447e-09
8	1.80297	1.8336	0.0116925
23	1.65	1.65	1.07633e-08
50	1.87005	1.84165	0.00471116
9	1.40158	1.39594	0.00197903
9	1.85221	1.83567	0.0105745
47	1.8	1.8	1.26739e-08
10	1.39471	1.39582	0.00178491
28	1.2	1.2	5.63211e-09
51	1.89735	1.84274	0.0047437
24	1.65	1.65	1.05367e-08
10	1.83015	1.83512	0.00953145
11	1.3993	1.39613	0.00165046
11	1.81736	1.8335	0.00880053
48	1.8	1.8	1.25412e-08
29	1.2	1.2	4.79272e-09
12	1.40261	1.39667	0.00159868
52	1.87297	1.84332	0.00468795
25	1.65	1.65	1.03238e-08
12	1.83678	1.83377	0.00807138
13	1.39859	1.39682	0.00148252
49	1.8	1.8	1.24126e-08
13	1.7922	1.83058	0.00805923
53	1.8261	1.843	0.00461075
30	1.2	1.2	4.71216e-09
14	1.39138	1.39643	0.00142666
26	1.65	1.65	1.01233e-08
14	1.84908	1.8319	0.00759116
15	1.40053	1.39671	0.00135752
50	1.8	1.8	1.26441e-08
15	1.81259	1.83061	0.00719336
54	1.78948	1.84201	0.00463065
31	1.2	1.2	2.67633e-09
16	1.39419	1.39655	0.00128174
27	1.65	1.65	9.93411e-09
16	1.83339	1.83078	0.00674587
51	1.8	1.8	1.25195e-08
17	1.39766	1.39661	0.00120801
55	1.82372	1.84167	0.00455838
17	1.81816	1.83004	0.00638977
32	1.2	1.2	2.63418e-09
18	1.40076	1.39684	0.00116264
28	1.65	1.65	9.7551e-09
52	1.8	1.8	1.23985e-08
18	1.82193	1.82959	0.00605065
19	1.40178	1.3971	0.00113009
56	1.77965	1.84057	0.00460958
33	1.2	1.2	2.59396e-09
19	1.80532	1.82831	0.0058655
20	1.39491	1.39699	0.00107887
29	1.65	1.65	9.58543e-09
20	1.79146	1.82647	0.00585448
57	1.82698	1.84033	0.00453487
34	1.2	1.2	5.11106e-09
30	1.65	1.65	9.42432e-09
58	1.81552	1.8399	0.00447682
31	1.65	1.65	9.27107e-09
59	1.84696	1.84002	0.00440254
60	1.83679	1.83997	0.00432949
