N_BLOCK:	ACCEPTANCE:
5	1
1	1
6	1
2	1
7	1
32	1
3	1
8	1
4	1
33	1
9	1
5	1
10	1
34	1
6	1
11	1
7	1
12	1
35	1
8	1
13	1
9	1
14	1
36	1
10	1
15	1
11	1
37	1
16	1
12	1
17	1
38	1
13	1
18	1
14	1
19	1
39	1
15	1
20	1
16	1
17	1
18	1
19	1
20	1
