#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.41475	-4.41475	0
2	-4.41465	-4.4147	3.30826e-05
3	-4.4135	-4.4143	0.000327177
4	-4.41367	-4.41414	0.000280541
5	-4.41427	-4.41417	0.000225566
6	-4.41328	-4.41402	0.000231615
7	-4.41428	-4.41406	0.00020156
8	-4.41332	-4.41397	0.000196234
9	-4.41474	-4.41405	0.000192329
10	-4.41328	-4.41397	0.000187861
11	-4.41345	-4.41393	0.00017673
12	-4.41439	-4.41397	0.000166086
13	-4.41459	-4.41401	0.000160133
14	-4.41375	-4.41399	0.000149816
15	-4.4132	-4.41394	0.000148797
16	-4.41359	-4.41392	0.000141142
17	-4.41426	-4.41394	0.000134238
18	-4.41349	-4.41391	0.000129037
19	-4.41552	-4.414	0.000147461
20	-4.4137	-4.41398	0.00014085
