#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.3481	-4.3481	0
2	-4.34797	-4.34804	4.67758e-05
3	-4.34654	-4.34754	0.00040731
4	-4.34631	-4.34723	0.000405005
5	-4.34683	-4.34715	0.000331939
6	-4.34772	-4.34725	0.000290058
7	-4.34677	-4.34718	0.000256452
8	-4.34682	-4.34713	0.000228282
9	-4.34733	-4.34716	0.000204001
10	-4.34691	-4.34713	0.000185027
11	-4.3488	-4.34728	0.000221574
12	-4.34733	-4.34729	0.000203141
13	-4.34789	-4.34733	0.000192814
14	-4.34779	-4.34737	0.000181817
15	-4.348	-4.34741	0.00017453
16	-4.34789	-4.34744	0.000166145
17	-4.34701	-4.34741	0.000158309
18	-4.34663	-4.34737	0.00015545
19	-4.34685	-4.34734	0.000149653
20	-4.34661	-4.34731	0.00014655
