#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.50186	-4.50186	0
2	-4.50107	-4.50146	0.000279229
3	-4.50061	-4.50118	0.000297873
4	-4.50111	-4.50116	0.000223907
5	-4.50075	-4.50108	0.000193503
6	-4.50104	-4.50107	0.000161354
7	-4.50132	-4.50111	0.000142258
8	-4.5008	-4.50107	0.000129731
9	-4.50003	-4.50095	0.000158414
10	-4.50087	-4.50095	0.000142788
11	-4.50134	-4.50098	0.000134227
12	-4.50061	-4.50095	0.000126536
13	-4.50211	-4.50104	0.000144788
14	-4.50088	-4.50103	0.000134873
15	-4.50126	-4.50104	0.000126787
16	-4.50132	-4.50106	0.000119997
17	-4.50084	-4.50105	0.000113669
18	-4.50098	-4.50104	0.000107412
19	-4.50051	-4.50102	0.000105333
20	-4.50148	-4.50104	0.000102574
