#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.48216	-5.48216	0
8	-0.469991	-0.404828	0.0133416
2	-5.45506	-5.46861	0.00958277
9	-0.422687	-0.406813	0.0120059
3	-5.39218	-5.44314	0.0217597
8	-7.19871	-7.19758	0.000451652
4	-5.40532	-5.43368	0.0182585
9	-7.19382	-7.19716	0.000562902
10	-0.364858	-0.402617	0.011515
5	-5.37648	-5.42224	0.0178347
10	-7.19989	-7.19744	0.000568772
6	-5.37633	-5.41459	0.0164216
11	-0.339929	-0.396918	0.0117944
11	-7.19513	-7.19723	0.000554217
7	-5.3752	-5.40896	0.0150089
12	-7.19528	-7.19706	0.000531267
8	-5.36737	-5.40376	0.0140042
12	-0.383087	-0.395766	0.0108677
13	-7.19587	-7.19697	0.000498297
9	-5.39187	-5.40244	0.0125103
14	-7.19741	-7.197	0.000463669
13	-0.390817	-0.395385	0.0100384
10	-5.38173	-5.40037	0.0114294
15	-7.20001	-7.1972	0.000474136
11	-5.41387	-5.4016	0.0104561
16	-7.19278	-7.19693	0.000518776
14	-0.434048	-0.398147	0.00969383
12	-5.39026	-5.40065	0.00962738
17	-7.19261	-7.19667	0.000546964
13	-5.40368	-5.40089	0.00888963
15	-0.407342	-0.39876	0.00906693
18	-7.19627	-7.19665	0.000517029
14	-5.37243	-5.39885	0.00848383
19	-7.19739	-7.19669	0.000491265
16	-0.385633	-0.397939	0.00853729
15	-5.39676	-5.39871	0.00791939
20	-7.19468	-7.19659	0.000476875
16	-5.40953	-5.39939	0.0074532
17	-0.404263	-0.398311	0.00804319
17	-5.41475	-5.40029	0.0070693
18	-5.39914	-5.40023	0.00667685
18	-0.393841	-0.398063	0.00760018
19	-5.42347	-5.40145	0.0064365
20	-5.39741	-5.40125	0.00611786
19	-0.425352	-0.399499	0.00733463
20	-0.404407	-0.399744	0.006972
