#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.30524	1.30524	0
2	1.29717	1.3012	0.00285315
3	1.29937	1.30059	0.00196654
88	1.82191	1.84089	0.00368417
4	1.30646	1.30206	0.00194639
16	1.63712	1.6336	0.00300096
5	1.29741	1.30113	0.00176499
89	1.8217	1.84067	0.00364908
6	1.29931	1.30082	0.0014967
7	1.29833	1.30047	0.00132458
90	1.8169	1.84041	0.00361808
17	1.64127	1.63405	0.00285817
8	1.29894	1.30028	0.00117262
9	1.31118	1.30149	0.00154611
91	1.89608	1.84102	0.00362968
10	1.30361	1.3017	0.00140599
18	1.63068	1.63386	0.0027055
92	1.92105	1.84189	0.00369301
11	1.30131	1.30167	0.00127863
12	1.29131	1.3008	0.00143383
19	1.64425	1.63441	0.00261777
93	1.95449	1.8431	0.00384665
13	1.30434	1.30107	0.00134914
14	1.30831	1.30159	0.00134804
94	1.86755	1.84336	0.00381451
15	1.29877	1.3014	0.00127121
20	1.62349	1.63386	0.00254317
16	1.30202	1.30144	0.00119235
95	1.86187	1.84355	0.00377933
17	1.30336	1.30155	0.00112753
21	1.64139	1.63422	0.00244721
96	1.77109	1.8428	0.00381461
18	1.2995	1.30144	0.00107065
19	1.29755	1.30124	0.0010337
97	1.78859	1.84224	0.003816
20	1.30687	1.30152	0.0010197
98	1.8198	1.84201	0.00378393
99	1.83931	1.84198	0.00374581
100	1.82935	1.84186	0.00371048
