#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	1.41748	1.41748	0
2	1.41135	1.41442	0.00216572
3	1.4152	1.41468	0.00145938
4	1.41015	1.41354	0.00146953
5	1.40681	1.4122	0.00168361
6	1.41945	1.4134	0.00178465
7	1.41477	1.4136	0.00154025
8	1.41272	1.41349	0.0013516
9	1.41481	1.41364	0.00120937
10	1.40367	1.41264	0.00144169
11	1.41426	1.41279	0.00131812
12	1.41148	1.41268	0.0012128
13	1.41351	1.41274	0.0011212
14	1.41462	1.41288	0.00104907
15	1.4155	1.41305	0.00099357
16	1.40485	1.41254	0.00105529
17	1.41671	1.41278	0.00102137
18	1.41748	1.41304	0.000997366
19	1.41093	1.41293	0.000951068
20	1.41002	1.41279	0.00091463
