BLOCK	ACTUAL_P	P_AVE	ERROR
777	4.66674	4.99109	0.011239
778	5.24096	4.99141	0.0112291
779	4.74713	4.9911	0.0112191
780	4.89821	4.99098	0.0112053
781	4.89662	4.99086	0.0111916
782	4.9666	4.99083	0.0111774
783	4.98007	4.99081	0.0111631
784	5.32598	4.99124	0.011157
785	4.82683	4.99103	0.0111448
786	5.20035	4.9913	0.0111338
787	4.87146	4.99114	0.0111207
788	5.16066	4.99136	0.0111087
789	4.81296	4.99113	0.0110969
790	5.16898	4.99136	0.0110851
791	5.16522	4.99158	0.0110733
792	4.60444	4.99109	0.0110701
793	5.62926	4.99189	0.0110853
794	5.4221	4.99244	0.0110846
795	5.27722	4.99279	0.0110764
796	5.22793	4.99309	0.0110665
797	4.81087	4.99286	0.0110549
798	5.15758	4.99307	0.011043
799	5.2722	4.99342	0.0110347
800	4.86857	4.99326	0.011022
801	5.3405	4.99369	0.0110168
802	5.28144	4.99405	0.0110089
803	5.28191	4.99441	0.011001
804	4.62925	4.99396	0.0109967
805	5.28189	4.99431	0.0109889
806	4.89313	4.99419	0.010976
807	5.19737	4.99444	0.0109652
808	5.12929	4.99461	0.0109529
809	4.98405	4.99459	0.0109394
810	5.05599	4.99467	0.0109262
811	4.96403	4.99463	0.0109128
812	4.75535	4.99434	0.0109033
813	5.17867	4.99456	0.0108922
814	4.81935	4.99435	0.010881
815	4.95635	4.9943	0.0108677
816	4.88279	4.99417	0.0108553
817	4.46284	4.99352	0.0108615
818	5.00504	4.99353	0.0108482
819	5.15324	4.99372	0.0108367
820	4.94977	4.99367	0.0108236
821	4.92468	4.99359	0.0108108
822	5.02678	4.99363	0.0107977
823	4.44981	4.99297	0.0108048
824	5.12174	4.99312	0.0107928
825	4.8428	4.99294	0.0107812
826	5.14758	4.99313	0.0107698
827	5.03217	4.99318	0.0107569
828	4.61841	4.99272	0.0107534
829	5.6269	4.99349	0.0107676
830	4.79939	4.99325	0.0107572
831	6.01551	4.99448	0.0108143
832	5.41058	4.99498	0.0108129
833	5.72788	4.99586	0.0108357
834	5.6616	4.99666	0.010852
835	4.97623	4.99664	0.0108391
836	5.3164	4.99702	0.0108328
837	5.05521	4.99709	0.0108201
838	5.41796	4.99759	0.0108189
839	4.95088	4.99754	0.0108061
840	5.45023	4.99808	0.0108067
841	4.92521	4.99799	0.0107942
842	5.52226	4.99861	0.0107993
843	5.20655	4.99886	0.0107893
844	4.79821	4.99862	0.0107791
845	5.31188	4.99899	0.0107728
846	5.09486	4.9991	0.0107606
847	5.45555	4.99964	0.0107614
848	5.40763	5.00012	0.0107595
849	5.04694	5.00018	0.0107469
850	5.00237	5.00018	0.0107343
851	4.9109	5.00008	0.0107222
852	5.07803	5.00017	0.01071
853	4.94112	5.0001	0.0106977
854	4.92355	5.00001	0.0106855
855	4.98016	4.99999	0.010673
856	4.50981	4.99941	0.0106759
857	4.70088	4.99907	0.0106691
858	5.96885	5.0002	0.0107164
859	4.97832	5.00017	0.010704
860	5.262	5.00047	0.0106958
861	4.81059	5.00025	0.0106857
862	5.32871	5.00064	0.0106801
863	5.84074	5.00161	0.010712
864	4.8929	5.00148	0.0107003
865	5.16796	5.00168	0.0106897
866	5.27453	5.00199	0.010682
867	4.84116	5.0018	0.0106713
868	5.70835	5.00262	0.01069
869	4.94385	5.00255	0.0106779
870	4.69489	5.0022	0.0106715
871	5.27218	5.00251	0.0106637
872	5.36875	5.00293	0.0106598
873	4.60048	5.00247	0.0106575
874	4.91319	5.00236	0.0106458
875	4.89516	5.00224	0.0106344
876	5.11778	5.00237	0.010623
877	4.60051	5.00192	0.0106208
878	4.76109	5.00164	0.0106122
879	4.77839	5.00139	0.0106032
880	4.91808	5.00129	0.0105916
881	4.88149	5.00116	0.0105804
882	5.41717	5.00163	0.0105789
883	5.0454	5.00168	0.0105671
884	5.1477	5.00184	0.0105564
885	4.97685	5.00181	0.0105445
886	4.86978	5.00167	0.0105337
887	4.81174	5.00145	0.010524
888	4.73062	5.00115	0.0105165
889	5.4477	5.00165	0.0105167
890	5.09759	5.00176	0.0105054
891	4.69716	5.00142	0.0104992
892	5.00407	5.00142	0.0104874
893	5.55242	5.00204	0.0104938
894	4.8484	5.00186	0.0104835
895	4.86419	5.00171	0.0104729
896	5.25993	5.002	0.0104652
897	4.89862	5.00188	0.0104542
898	4.87392	5.00174	0.0104435
899	4.76805	5.00148	0.0104351
900	5.30274	5.00181	0.0104289
901	4.7905	5.00158	0.0104199
902	5.31549	5.00193	0.0104142
903	4.96458	5.00189	0.0104027
904	5.08696	5.00198	0.0103917
905	4.73752	5.00169	0.0103843
906	4.85905	5.00153	0.010374
907	4.28755	5.00074	0.0103924
908	4.57585	5.00028	0.0103915
909	4.98725	5.00026	0.0103801
910	4.76216	5	0.010372
911	5.58713	5.00064	0.0103806
912	5.21018	5.00087	0.0103717
913	5.47699	5.0014	0.0103735
914	5.22831	5.00164	0.0103651
915	4.89519	5.00153	0.0103544
916	4.88222	5.0014	0.0103439
917	5.34378	5.00177	0.0103394
918	5.21629	5.002	0.0103308
919	4.75723	5.00174	0.010323
920	5.0143	5.00175	0.0103118
921	4.92943	5.00167	0.0103009
922	4.78485	5.00144	0.0102924
923	5.26173	5.00172	0.0102851
924	4.43213	5.0011	0.0102924
925	5.04223	5.00115	0.0102814
926	4.96272	5.00111	0.0102704
927	4.67304	5.00075	0.0102654
928	5.85895	5.00168	0.0102959
929	5.23147	5.00192	0.0102878
930	4.72473	5.00163	0.010281
931	4.69583	5.0013	0.0102752
932	4.80848	5.00109	0.0102663
933	4.9764	5.00107	0.0102553
934	5.42019	5.00151	0.0102542
935	4.88699	5.00139	0.0102439
936	5.22348	5.00163	0.0102357
937	4.54311	5.00114	0.0102365
938	4.87976	5.00101	0.0102264
939	5.09135	5.00111	0.010216
940	5.08784	5.0012	0.0102055
941	4.52187	5.00069	0.0102074
942	5.32423	5.00103	0.0102023
943	4.79509	5.00081	0.0101938
944	4.74308	5.00054	0.0101867
945	5.12626	5.00067	0.0101768
946	4.36238	5	0.0101883
947	4.68404	4.99967	0.0101831
948	5.26105	4.99994	0.010176
949	4.98947	4.99993	0.0101653
950	4.9797	4.99991	0.0101546
951	5.20795	5.00013	0.0101463
952	4.79062	4.99991	0.0101381
953	4.38439	4.99926	0.010148
954	4.72496	4.99897	0.0101414
955	5.0572	4.99904	0.010131
956	4.5929	4.99861	0.0101293
957	4.40628	4.99799	0.0101376
958	4.84134	4.99783	0.0101283
959	4.72496	4.99754	0.0101218
960	5.25266	4.99781	0.0101147
961	4.96788	4.99778	0.0101042
962	4.55417	4.99732	0.0101042
963	4.95908	4.99728	0.0100938
964	4.77465	4.99705	0.010086
965	5.19948	4.99726	0.0100777
966	4.73375	4.99698	0.010071
967	5.55802	4.99756	0.0100773
968	4.68756	4.99724	0.0100719
969	4.60608	4.99684	0.0100696
970	5.40843	4.99726	0.0100682
971	4.75001	4.99701	0.010061
972	5.42415	4.99745	0.0100603
973	5.02979	4.99748	0.01005
974	4.98154	4.99747	0.0100397
975	5.46475	4.99794	0.0100408
976	5.06724	4.99802	0.0100308
977	5.06956	4.99809	0.0100208
978	4.77788	4.99786	0.0100131
979	4.73382	4.99759	0.0100065
980	5.21917	4.99782	0.00999882
981	5.11071	4.99794	0.00998929
982	5.18895	4.99813	0.00998101
983	5.25195	4.99839	0.0099742
984	4.90963	4.9983	0.00996447
985	5.0701	4.99837	0.00995462
986	5.31061	4.99869	0.00994956
987	4.91788	4.99861	0.00993981
988	5.32267	4.99893	0.00993516
989	5.3797	4.99932	0.00993258
990	4.7182	4.99903	0.0099266
991	5.446	4.99949	0.00992682
992	4.66243	4.99915	0.00992263
993	5.37136	4.99952	0.00991972
994	5.03449	4.99956	0.0099098
995	4.84186	4.9994	0.00990111
996	4.76381	4.99916	0.00989399
997	4.96232	4.99912	0.00988414
998	4.70502	4.99883	0.00987862
999	4.8476	4.99868	0.00986989
1000	4.85852	4.99854	0.00986102
