BLOCK	ACTUAL_P	P_AVE	ERROR
381	4.62912	4.9845	0.0171651
382	5.45224	4.98573	0.0171638
383	5.06837	4.98594	0.0171204
384	4.92337	4.98578	0.0170765
385	4.99472	4.9858	0.0170322
386	4.99015	4.98581	0.0169881
387	5.10225	4.98611	0.0169469
388	5.63328	4.98778	0.0169851
389	5.69047	4.98959	0.0170372
390	5.88267	4.99188	0.0171467
391	5.12774	4.99223	0.0171064
392	5.25961	4.99291	0.0170763
393	5.28977	4.99366	0.0170496
394	4.7533	4.99305	0.0170172
395	5.40196	4.99409	0.0170056
396	5.06628	4.99427	0.0169636
397	4.76747	4.9937	0.0169305
398	4.47244	4.99239	0.0169385
399	4.79258	4.99189	0.0169035
400	5.13031	4.99224	0.0168648
401	4.85	4.99188	0.0168264
402	4.75249	4.99129	0.0167951
403	5.05861	4.99145	0.0167543
404	5.07913	4.99167	0.0167142
405	5.07418	4.99187	0.0166742
406	4.57394	4.99084	0.0166649
407	4.58913	4.98986	0.0166531
408	5.17938	4.99032	0.0166188
409	5.39194	4.9913	0.0166071
410	5.51117	4.99257	0.016615
411	4.82223	4.99216	0.0165797
412	5.36215	4.99305	0.0165638
413	5.61783	4.99457	0.0165926
414	4.88916	4.99431	0.0165545
415	4.22281	4.99245	0.0166186
416	4.91617	4.99227	0.0165797
417	4.93854	4.99214	0.0165404
418	5.24283	4.99274	0.0165117
419	4.54539	4.99167	0.0165068
420	5.03623	4.99178	0.0164679
421	5.47357	4.99292	0.0164685
422	4.95265	4.99283	0.0164297
423	5.13941	4.99318	0.0163945
424	5.34296	4.994	0.0163766
425	4.8101	4.99357	0.0163438
426	5.0807	4.99377	0.0163067
427	4.80309	4.99333	0.0162746
428	4.34387	4.99181	0.0163072
429	4.6919	4.99111	0.0162841
430	5.00661	4.99115	0.0162463
431	4.74838	4.99058	0.0162184
432	4.56783	4.9896	0.0162103
433	4.9043	4.98941	0.0161741
434	5.09306	4.98965	0.0161386
435	4.67853	4.98893	0.0161173
436	5.02334	4.98901	0.0160806
437	5.04241	4.98913	0.0160442
438	4.8771	4.98888	0.0160096
439	5.25837	4.98949	0.0159849
440	4.86394	4.9892	0.0159512
441	4.39378	4.98785	0.015972
442	4.66962	4.98713	0.0159521
443	4.82257	4.98676	0.0159204
444	5.09836	4.98701	0.0158865
445	5.46581	4.98809	0.0158872
446	5.2508	4.98868	0.0158625
447	4.93678	4.98856	0.0158275
448	5.38587	4.98945	0.015817
449	5.01856	4.98951	0.0157819
450	4.64479	4.98875	0.0157654
451	5.43198	4.98973	0.015761
452	5.10062	4.98998	0.0157281
453	5.03296	4.99007	0.0156936
454	5.29778	4.99075	0.0156737
455	5.07305	4.99093	0.0156403
456	4.65598	4.9902	0.0156232
457	5.22322	4.99071	0.0155974
458	4.86157	4.99042	0.0155659
459	4.9015	4.99023	0.0155332
460	4.79749	4.98981	0.015505
461	5.23769	4.99035	0.0154807
462	4.8516	4.99005	0.0154501
463	5.03746	4.99015	0.0154171
464	4.83142	4.98981	0.0153877
465	4.85467	4.98952	0.0153573
466	4.4839	4.98843	0.0153626
467	5.11419	4.9887	0.0153321
468	4.89796	4.98851	0.0153006
469	5.0724	4.98869	0.015269
470	4.62996	4.98792	0.0152556
471	5.1838	4.98834	0.0152288
472	5.02987	4.98843	0.0151968
473	4.78755	4.988	0.0151706
474	4.9585	4.98794	0.0151388
475	5.02771	4.98802	0.0151071
476	5.37739	4.98884	0.0150975
477	5.38325	4.98967	0.0150885
478	5.05315	4.9898	0.0150575
479	5.59239	4.99106	0.0150785
480	5.27601	4.99165	0.0150588
481	5.01039	4.99169	0.0150275
482	4.59323	4.99087	0.0150191
483	5.39578	4.9917	0.0150114
484	5.4724	4.9927	0.0150132
485	4.79276	4.99229	0.0149879
486	5.06251	4.99243	0.0149577
487	4.72958	4.99189	0.0149368
488	4.66806	4.99123	0.0149209
489	4.70611	4.99064	0.0149018
490	5.06048	4.99079	0.014872
491	5.34065	4.9915	0.0148588
492	4.89073	4.99129	0.01483
493	4.82805	4.99096	0.0148036
494	4.86351	4.9907	0.0147759
495	4.55627	4.98983	0.0147721
496	5.94523	4.99175	0.0148674
497	4.79279	4.99135	0.0148428
498	4.9484	4.99127	0.0148133
499	4.6841	4.99065	0.0147964
500	5.73878	4.99215	0.0148423
501	5.43034	4.99302	0.0148384
502	4.76474	4.99257	0.0148158
503	5.02615	4.99263	0.0147865
504	5.3732	4.99339	0.0147764
505	4.79428	4.99299	0.0147524
506	4.62936	4.99228	0.0147407
507	4.95252	4.9922	0.0147119
508	4.99508	4.9922	0.0146829
509	4.4192	4.99108	0.0146972
510	4.64002	4.99039	0.0146845
511	4.97325	4.99036	0.0146558
512	5.06944	4.99051	0.014628
513	4.89843	4.99033	0.0146005
514	5.11322	4.99057	0.0145741
515	4.94868	4.99049	0.014546
516	5.35365	4.99119	0.0145348
517	5.00776	4.99122	0.0145068
518	5.38855	4.99199	0.014499
519	5.15665	4.99231	0.0144746
520	5.24584	4.9928	0.0144549
521	5.31551	4.99342	0.0144405
522	4.79387	4.99303	0.0144179
523	5.07689	4.99319	0.0143912
524	4.76458	4.99276	0.0143703
525	5.1132	4.99299	0.0143448
526	4.68628	4.9924	0.0143294
527	4.77971	4.992	0.0143078
528	5.12026	4.99224	0.0142828
529	5.29399	4.99281	0.0142672
530	5.55283	4.99387	0.0142794
531	4.43486	4.99282	0.0142912
532	4.54297	4.99197	0.0142893
533	5.09564	4.99217	0.0142639
534	5.33946	4.99282	0.014252
535	4.78143	4.99242	0.0142308
536	4.73638	4.99194	0.0142123
537	4.67745	4.99136	0.0141979
538	5.56102	4.99242	0.0142109
539	4.82369	4.9921	0.014188
540	4.77612	4.9917	0.0141673
541	4.7033	4.99117	0.0141512
542	5.2228	4.9916	0.0141315
543	4.75452	4.99116	0.0141122
544	4.65663	4.99055	0.0140997
545	4.80651	4.99021	0.0140779
546	4.76375	4.98979	0.0140582
547	4.98579	4.98979	0.0140325
548	4.86329	4.98956	0.0140088
549	4.68852	4.98901	0.013994
550	5.21055	4.98941	0.0139743
551	4.71776	4.98892	0.0139577
552	4.74059	4.98847	0.0139396
553	5.01691	4.98852	0.0139145
554	5.03328	4.9886	0.0138896
555	4.99631	4.98861	0.0138646
556	5.36977	4.9893	0.0138566
557	4.57976	4.98856	0.0138512
558	5.02601	4.98863	0.0138266
559	4.49733	4.98775	0.0138298
560	5.0771	4.98791	0.013806
561	4.82471	4.98762	0.0137844
562	4.92218	4.9875	0.0137604
563	5.6924	4.98876	0.0137928
564	4.87982	4.98856	0.0137697
565	5.02541	4.98863	0.0137455
566	4.50471	4.98777	0.0137478
567	4.46742	4.98686	0.0137541
568	5.01716	4.98691	0.01373
569	5.13895	4.98718	0.0137085
570	4.85018	4.98694	0.0136865
571	5.16445	4.98725	0.0136661
572	5.28626	4.98777	0.0136522
573	5.01666	4.98782	0.0136285
574	4.60816	4.98716	0.0136208
575	4.85239	4.98692	0.0135991
576	4.85152	4.98669	0.0135775
577	5.42345	4.98745	0.0135751
578	5.34653	4.98807	0.0135658
579	5.0509	4.98818	0.0135428
580	5.20179	4.98854	0.0135244
581	5.37197	4.9892	0.0135173
582	4.61132	4.98855	0.0135096
583	4.84172	4.9883	0.0134888
584	5.3843	4.98898	0.0134827
585	4.40825	4.98799	0.0134962
586	4.54343	4.98723	0.0134944
587	5.20721	4.9876	0.0134767
588	4.8125	4.98731	0.013457
589	4.67561	4.98678	0.0134446
590	4.89991	4.98663	0.0134226
591	4.73853	4.98621	0.0134065
592	5.42532	4.98695	0.0134043
593	4.76391	4.98658	0.013387
594	4.82057	4.9863	0.0133674
595	4.84538	4.98606	0.013347
596	4.91749	4.98594	0.0133251
597	4.96127	4.9859	0.0133028
598	5.28178	4.9864	0.0132898
599	4.96092	4.98636	0.0132677
600	5.11822	4.98658	0.0132474
601	5.10847	4.98678	0.0132269
602	5.02625	4.98684	0.0132051
603	4.49302	4.98602	0.0132086
604	5.68649	4.98718	0.0132375
605	5.20098	4.98754	0.0132203
606	4.993	4.98755	0.0131985
607	5.45286	4.98831	0.013199
608	4.87394	4.98813	0.0131787
609	5.33641	4.9887	0.0131694
610	5.04602	4.98879	0.0131482
611	4.19777	4.9875	0.0131902
612	4.78385	4.98716	0.0131729
613	4.90407	4.98703	0.0131521
614	5.03305	4.9871	0.0131309
615	5.40908	4.98779	0.0131274
616	5.21476	4.98816	0.0131113
617	5.16216	4.98844	0.0130931
618	5.55989	4.98936	0.0131045
619	4.72902	4.98894	0.0130901
620	5.16728	4.98923	0.0130721
621	5.63538	4.99027	0.0130924
622	5.72859	4.99146	0.0131251
623	5.48799	4.99226	0.0131282
624	5.04628	4.99234	0.0131074
625	4.99639	4.99235	0.0130865
626	5.40847	4.99301	0.0130824
627	4.85451	4.99279	0.0130634
628	5.31987	4.99331	0.013053
629	5.228	4.99369	0.0130376
630	4.89664	4.99353	0.0130178
631	5.26409	4.99396	0.0130042
632	4.81772	4.99368	0.0129866
633	5.10047	4.99385	0.0129672
634	5.07412	4.99398	0.0129474
635	4.69316	4.9935	0.0129357
636	4.75172	4.99312	0.0129209
637	4.5306	4.9924	0.012921
638	5.19337	4.99271	0.0129046
639	5.10708	4.99289	0.0128856
640	5.39123	4.99351	0.0128805
641	4.9785	4.99349	0.0128605
642	4.70125	4.99304	0.0128485
643	5.12523	4.99324	0.0128301
644	4.70971	4.9928	0.0128178
645	5.11757	4.99299	0.0127994
646	4.86779	4.9928	0.012781
647	5.21035	4.99314	0.0127657
648	5.07537	4.99326	0.0127466
649	5.33927	4.9938	0.0127381
650	5.68461	4.99486	0.0127628
651	5.38968	4.99547	0.0127576
652	5.18824	4.99576	0.0127414
653	4.96514	4.99571	0.012722
654	5.24133	4.99609	0.0127081
655	5.07801	4.99622	0.0126893
656	5.32756	4.99672	0.01268
657	4.41525	4.99584	0.0126916
658	4.4999	4.99508	0.0126946
659	5.21181	4.99541	0.0126796
660	4.67573	4.99493	0.0126697
661	4.59218	4.99432	0.0126651
662	4.93485	4.99423	0.0126463
663	4.58143	4.9936	0.0126426
664	4.97225	4.99357	0.0126236
665	5.16758	4.99383	0.0126073
666	5.3984	4.99444	0.012603
667	4.58596	4.99383	0.012599
668	4.82414	4.99358	0.0125827
669	5.04717	4.99366	0.0125641
670	5.40569	4.99427	0.0125604
671	4.56172	4.99363	0.0125582
672	4.70939	4.9932	0.0125467
673	4.10903	4.99189	0.0125966
674	5.32771	4.99239	0.0125878
675	4.52845	4.9917	0.0125879
676	4.82812	4.99146	0.0125716
677	5.33154	4.99196	0.012563
678	4.63896	4.99144	0.0125553
679	5.36262	4.99199	0.0125487
680	4.61455	4.99143	0.0125425
681	4.95169	4.99137	0.0125242
682	4.67637	4.99091	0.0125144
683	5.37656	4.99148	0.0125088
684	4.95418	4.99142	0.0124906
685	5.53023	4.99221	0.0124971
686	5.0771	4.99233	0.0124795
687	4.69566	4.9919	0.0124688
688	4.51914	4.99121	0.0124696
689	4.85908	4.99102	0.012453
690	4.86254	4.99083	0.0124363
691	4.95463	4.99078	0.0124185
692	4.97888	4.99076	0.0124005
693	4.8966	4.99063	0.0123834
694	5.02838	4.99068	0.0123656
695	5.03175	4.99074	0.012348
696	4.73471	4.99037	0.0123357
697	4.83215	4.99015	0.0123201
698	4.96356	4.99011	0.0123025
699	4.89573	4.98997	0.0122857
700	5.31074	4.99043	0.0122767
701	5.12741	4.99063	0.0122607
702	5.34067	4.99113	0.0122534
703	5.49896	4.99185	0.0122572
704	4.28491	4.99084	0.0122809
705	5.24414	4.9912	0.0122687
706	5.05309	4.99129	0.0122516
707	5.04084	4.99136	0.0122345
708	5.16446	4.99161	0.0122197
709	5.10239	4.99176	0.0122034
710	4.86067	4.99158	0.0121877
711	5.23759	4.99192	0.0121754
712	5.22591	4.99225	0.0121628
713	4.58284	4.99168	0.0121592
714	5.37648	4.99222	0.0121542
715	4.74069	4.99187	0.0121422
716	4.90974	4.99175	0.0121258
717	5.04819	4.99183	0.0121092
718	4.9486	4.99177	0.0120925
719	4.83035	4.99154	0.0120777
720	4.46308	4.99081	0.0120832
721	4.77539	4.99051	0.0120702
722	4.42954	4.98974	0.0120784
723	4.59421	4.98919	0.0120741
724	5.56563	4.98998	0.0120836
725	5.28504	4.99039	0.0120738
726	5.63794	4.99128	0.0120901
727	4.61894	4.99077	0.0120843
728	5.22802	4.9911	0.0120721
729	4.92205	4.991	0.0120559
730	5.06026	4.9911	0.0120398
731	4.65363	4.99064	0.0120322
732	4.03748	4.98933	0.012086
733	4.6617	4.98889	0.0120777
734	5.15349	4.98911	0.0120634
735	5.24671	4.98946	0.012052
736	4.69466	4.98906	0.0120423
737	4.74287	4.98873	0.0120306
738	4.63375	4.98825	0.0120239
739	5.10996	4.98841	0.0120088
740	5.44723	4.98903	0.0120086
741	5.07698	4.98915	0.0119929
742	5.35564	4.98964	0.0119869
743	4.77554	4.98935	0.0119743
744	5.28642	4.98975	0.0119648
745	4.5238	4.98913	0.0119651
746	5.07729	4.98925	0.0119497
747	4.4604	4.98854	0.0119546
748	4.76975	4.98825	0.0119422
749	5.36703	4.98875	0.011937
750	5.13535	4.98895	0.0119226
751	5.1234	4.98913	0.0119081
752	4.60405	4.98861	0.0119033
753	4.91934	4.98852	0.0118878
754	4.76367	4.98822	0.0118758
755	5.153	4.98844	0.0118621
756	5.48606	4.9891	0.0118646
757	4.84379	4.98891	0.0118505
758	4.40915	4.98814	0.0118595
759	5.12182	4.98832	0.0118452
760	4.93298	4.98825	0.0118299
761	4.64221	4.98779	0.0118231
762	5.35984	4.98828	0.0118176
763	4.5414	4.98769	0.0118166
764	4.45459	4.987	0.0118217
765	4.81591	4.98677	0.0118084
766	4.77533	4.9865	0.0117962
767	4.55187	4.98593	0.0117944
768	5.21523	4.98623	0.0117829
769	4.5925	4.98572	0.0117787
770	4.47159	4.98505	0.0117823
771	4.99154	4.98506	0.011767
772	4.5673	4.98452	0.0117642
773	4.60654	4.98403	0.0117591
774	5.11954	4.9842	0.0117452
775	5.14225	4.98441	0.0117319
776	4.61926	4.98394	0.0117262
777	4.95248	4.9839	0.0117111
778	5.30333	4.98431	0.0117033
779	4.71498	4.98396	0.0116934
780	4.82882	4.98376	0.0116801
