BLOCK	ACTUAL_P	P_AVE	ERROR
770	1.51123	1.5003	0.00446071
771	1.39038	1.50016	0.0044572
772	1.46834	1.50012	0.00445162
773	1.51516	1.50014	0.0044459
774	1.28788	1.49986	0.00444861
775	1.45891	1.49981	0.00444318
776	1.48049	1.49979	0.00443753
777	1.49066	1.49977	0.00443183
778	1.60967	1.49992	0.00442838
779	1.47002	1.49988	0.00442287
780	1.30469	1.49963	0.00442427
781	1.45666	1.49957	0.00441895
782	1.55653	1.49964	0.0044139
783	1.48141	1.49962	0.00440832
784	1.54521	1.49968	0.00440308
785	1.46196	1.49963	0.00439773
786	1.77094	1.49998	0.00440566
787	1.42642	1.49988	0.00440106
788	1.51481	1.4999	0.00439551
789	1.72068	1.50018	0.00439884
790	1.47312	1.50015	0.0043934
791	1.46631	1.5001	0.00438806
792	1.43458	1.50002	0.0043833
793	1.51039	1.50004	0.00437779
794	1.39116	1.4999	0.00437442
795	1.44886	1.49983	0.00436939
796	1.58178	1.49994	0.00436512
797	1.51673	1.49996	0.00435969
798	1.64117	1.50013	0.00435782
799	1.3787	1.49998	0.00435501
800	1.3862	1.49984	0.00435189
801	1.43241	1.49976	0.00434727
802	1.41815	1.49965	0.00434304
803	1.4013	1.49953	0.00433936
804	1.50942	1.49954	0.00433398
805	1.60401	1.49967	0.00433054
806	1.51223	1.49969	0.00432519
807	1.37693	1.49954	0.00432251
808	1.51685	1.49956	0.00431721
809	1.63354	1.49972	0.00431505
810	1.33034	1.49952	0.00431479
811	1.51804	1.49954	0.00430953
812	1.45026	1.49948	0.00430465
813	1.6797	1.4997	0.00430506
814	1.5446	1.49975	0.00430012
815	1.46434	1.49971	0.00429506
816	1.51408	1.49973	0.00428984
817	1.40334	1.49961	0.00428621
818	1.50018	1.49961	0.00428097
819	1.53928	1.49966	0.00427602
820	1.48837	1.49965	0.00427082
821	1.33153	1.49944	0.00427053
822	1.6829	1.49966	0.00427116
823	1.59273	1.49978	0.00426747
824	1.35734	1.4996	0.00426579
825	1.47397	1.49957	0.00426073
826	1.56164	1.49965	0.00425623
827	1.43228	1.49957	0.00425187
828	1.50324	1.49957	0.00424673
829	1.42058	1.49948	0.00424268
830	1.63176	1.49964	0.00424056
831	1.57697	1.49973	0.00423648
832	1.63814	1.4999	0.00423465
833	1.70292	1.50014	0.00423658
834	1.4148	1.50004	0.00423273
835	1.33423	1.49984	0.00423232
836	1.48636	1.49982	0.00422729
837	1.71194	1.50008	0.00422983
838	1.50636	1.50008	0.00422479
839	1.50619	1.50009	0.00421976
840	1.4685	1.50005	0.0042149
841	1.5349	1.50009	0.00421009
842	1.48986	1.50008	0.00420511
843	1.6246	1.50023	0.00420271
844	1.42285	1.50014	0.00419874
845	1.72008	1.5004	0.00420183
846	1.45426	1.50034	0.00419721
847	1.97411	1.5009	0.00422937
848	1.44464	1.50084	0.0042249
849	1.49509	1.50083	0.00421993
850	1.50059	1.50083	0.00421496
851	1.45158	1.50077	0.00421041
852	1.57058	1.50085	0.00420626
853	1.54169	1.5009	0.0042016
854	1.47392	1.50087	0.0041968
855	1.57851	1.50096	0.00419288
856	1.41434	1.50086	0.0041892
857	1.58855	1.50096	0.00418556
858	1.33873	1.50077	0.00418495
859	1.46677	1.50073	0.00418027
860	1.51374	1.50075	0.00417543
861	1.36228	1.50059	0.00417368
862	1.49505	1.50058	0.00416884
863	1.2632	1.50031	0.00417308
864	1.56389	1.50038	0.0041689
865	1.49746	1.50038	0.00416408
866	1.5564	1.50044	0.00415977
867	1.47499	1.50041	0.00415508
868	1.44862	1.50035	0.00415072
869	1.48673	1.50034	0.00414597
870	1.44993	1.50028	0.00414161
871	1.54762	1.50033	0.00413721
872	1.57972	1.50042	0.00413347
873	1.7791	1.50074	0.00414104
874	1.43197	1.50066	0.00413705
875	1.42429	1.50058	0.00413324
876	1.58805	1.50068	0.00412973
877	1.50928	1.50069	0.00412503
878	1.52262	1.50071	0.00412041
879	1.31582	1.5005	0.00412109
880	1.50131	1.5005	0.00411641
881	1.61727	1.50063	0.00411387
882	1.53094	1.50067	0.00410935
883	1.52589	1.5007	0.00410479
884	1.44759	1.50064	0.00410059
885	1.50449	1.50064	0.00409596
886	1.46089	1.5006	0.00409158
887	1.38036	1.50046	0.00408921
888	1.55426	1.50052	0.00408506
889	1.33975	1.50034	0.00408446
890	1.43811	1.50027	0.00408047
891	1.59061	1.50037	0.00407715
892	1.67227	1.50057	0.00407713
893	1.52879	1.5006	0.00407269
894	1.58377	1.50069	0.0040692
895	1.46542	1.50065	0.00406484
896	1.51334	1.50066	0.00406033
897	1.26911	1.50041	0.004064
898	1.57623	1.50049	0.00406035
899	1.48469	1.50047	0.00405587
900	1.56847	1.50055	0.00405207
901	1.3416	1.50037	0.00405141
902	1.40308	1.50026	0.00404835
903	1.49126	1.50026	0.00404388
904	1.54141	1.5003	0.00403967
905	1.47706	1.50027	0.00403528
906	1.49461	1.50027	0.00403084
907	1.37667	1.50013	0.00402869
908	1.82445	1.50049	0.00404006
909	1.47195	1.50046	0.00403574
910	1.87452	1.50087	0.00405218
911	1.32144	1.50067	0.00405252
912	1.34295	1.5005	0.00405176
913	1.43187	1.50042	0.00404802
914	1.39733	1.50031	0.00404516
915	1.40166	1.5002	0.00404218
916	1.39245	1.50009	0.00403948
917	1.44704	1.50003	0.00403549
918	1.36212	1.49988	0.00403389
919	1.47585	1.49985	0.00402958
920	1.44394	1.49979	0.00402566
921	1.59687	1.4999	0.00402267
922	1.30301	1.49968	0.00402397
923	1.45027	1.49963	0.00401997
924	1.3822	1.4995	0.00401762
925	1.56527	1.49957	0.00401391
926	1.61285	1.4997	0.00401144
927	1.36717	1.49955	0.00400966
928	1.45384	1.4995	0.00400564
929	1.3228	1.49931	0.00400584
930	1.36578	1.49917	0.00400411
931	1.59934	1.49928	0.00400125
932	1.37728	1.49915	0.0039991
933	1.65724	1.49932	0.0039984
934	1.26759	1.49907	0.00400181
935	1.32862	1.49889	0.00400168
936	1.41714	1.4988	0.00399836
937	1.63018	1.49894	0.00399655
938	1.28361	1.49871	0.00399888
939	1.50866	1.49872	0.00399463
940	1.68273	1.49891	0.00399517
941	1.4974	1.49891	0.00399093
942	1.57091	1.49899	0.00398742
943	1.70797	1.49921	0.00398935
944	1.44513	1.49915	0.00398554
945	1.46524	1.49912	0.00398148
946	1.54775	1.49917	0.0039776
947	1.78814	1.49947	0.00398509
948	1.86847	1.49986	0.00399985
949	1.66154	1.50003	0.00399926
950	1.15781	1.49967	0.00401124
951	1.48883	1.49966	0.00400704
952	1.36541	1.49952	0.00400531
953	1.57134	1.4996	0.00400182
954	1.4593	1.49955	0.00399785
955	1.53308	1.49959	0.00399382
956	1.65491	1.49975	0.00399294
957	1.51248	1.49977	0.00398879
958	1.5354	1.4998	0.0039848
959	1.49264	1.4998	0.00398065
960	1.50688	1.4998	0.00397651
961	1.25927	1.49955	0.00398024
962	1.61452	1.49967	0.0039779
963	1.53904	1.49971	0.00397398
964	1.54915	1.49976	0.00397019
965	1.47448	1.49974	0.00396616
966	1.26079	1.49949	0.00396976
967	1.53019	1.49952	0.00396578
968	1.54069	1.49956	0.00396191
969	1.42048	1.49948	0.00395867
970	1.38949	1.49937	0.00395621
971	1.48895	1.49936	0.00395215
972	1.39781	1.49925	0.00394946
973	1.55776	1.49931	0.00394586
974	1.44248	1.49926	0.00394224
975	1.32535	1.49908	0.00394223
976	1.68027	1.49926	0.00394256
977	1.46996	1.49923	0.00393864
978	1.54224	1.49928	0.00393486
979	1.59958	1.49938	0.00393217
980	1.51422	1.4994	0.00392819
981	1.42538	1.49932	0.00392491
982	1.47881	1.4993	0.00392097
983	1.23506	1.49903	0.00392618
984	1.42542	1.49896	0.00392291
985	1.6626	1.49912	0.00392244
986	1.56572	1.49919	0.00391904
987	1.63504	1.49933	0.00391749
988	1.43751	1.49926	0.00391402
989	1.73157	1.4995	0.00391711
990	1.77448	1.49978	0.00392299
991	1.36114	1.49964	0.00392152
992	1.56787	1.49971	0.00391817
993	1.50731	1.49971	0.00391423
994	1.42642	1.49964	0.00391099
995	1.47039	1.49961	0.00390717
996	1.51213	1.49962	0.00390327
997	1.35081	1.49947	0.0039022
998	1.78041	1.49975	0.00390843
999	1.58058	1.49984	0.00390536
1000	1.26463	1.4996	0.00390853
