N_BLOCK:	ACCEPTANCE:
1	0.512361
2	0.511014
3	0.51041
4	0.510587
5	0.511324
6	0.510993
7	0.510636
8	0.5107
9	0.510084
10	0.510026
11	0.510011
12	0.509977
13	0.509896
14	0.510096
15	0.510153
16	0.510109
17	0.510095
18	0.509892
19	0.509808
20	0.509894
