#	BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
	1	0.643169	0.643169	0
	2	0.601498	0.622334	0.0147328
	3	0.621051	0.621906	0.00982805
	4	0.604645	0.617591	0.00826424
	5	0.586981	0.611469	0.00858455
	6	0.560246	0.602932	0.0105789
	7	0.559594	0.596741	0.0107274
	8	0.574153	0.593917	0.00975091
	9	0.551563	0.589211	0.00973708
	10	0.552063	0.585496	0.00944545
	11	0.562252	0.583383	0.00881998
	12	0.55555	0.581064	0.00838441
	13	0.538001	0.577751	0.00836827
	14	0.568747	0.577108	0.00779521
	15	0.572569	0.576806	0.0072814
	16	0.555825	0.575494	0.00694338
	17	0.552213	0.574125	0.00666863
	18	0.566251	0.573687	0.00631248
	19	0.559455	0.572938	0.00602453
	20	0.557107	0.572147	0.00577507
	21	0.57432	0.57225	0.00550099
	22	0.564358	0.571891	0.00526263
	23	0.548881	0.570891	0.00512803
	24	0.574387	0.571037	0.00491643
	25	0.574627	0.57118	0.00472187
	26	0.559606	0.570735	0.0045612
	27	0.574132	0.570861	0.004394
	28	0.541856	0.569825	0.00435747
	29	0.553273	0.569254	0.00424443
	30	0.539217	0.568253	0.00421939
	31	0.55196	0.567727	0.00411588
	32	0.532587	0.566629	0.00413116
	33	0.543372	0.565925	0.00406565
	34	0.566801	0.56595	0.00394615
	35	0.557206	0.5657	0.0038413
	36	0.557432	0.565471	0.00374146
	37	0.571294	0.565628	0.00364365
	38	0.556454	0.565387	0.00355575
	39	0.543283	0.56482	0.00350946
	40	0.560391	0.564709	0.00342347
	41	0.55605	0.564498	0.00334648
	42	0.550814	0.564172	0.00328262
	43	0.566852	0.564235	0.00320687
	44	0.553565	0.563992	0.00314314
	45	0.542713	0.563519	0.00310866
	46	0.556435	0.563365	0.0030449
	47	0.544281	0.562959	0.00300706
	48	0.574888	0.563208	0.00295467
	49	0.572271	0.563393	0.00290015
	50	0.567339	0.563472	0.00284322
	51	0.572314	0.563645	0.00279275
	52	0.577083	0.563903	0.00275098
	53	0.566222	0.563947	0.00269942
	54	0.564605	0.563959	0.00264946
	55	0.56074	0.563901	0.00260193
	56	0.557873	0.563793	0.0025577
	57	0.555055	0.56364	0.00251741
	58	0.582096	0.563958	0.00249404
	59	0.566756	0.564006	0.00245222
	60	0.550544	0.563781	0.00242159
	61	0.558274	0.563691	0.00238357
	62	0.561749	0.56366	0.00234534
	63	0.564742	0.563677	0.00230817
	64	0.558912	0.563602	0.00227331
	65	0.560343	0.563552	0.00223889
	66	0.569643	0.563644	0.00220686
	67	0.543782	0.563348	0.00219375
	68	0.579631	0.563587	0.00217451
	69	0.557775	0.563503	0.00214463
	70	0.563805	0.563508	0.002114
	71	0.555253	0.563391	0.00208742
	72	0.562876	0.563384	0.00205844
	73	0.560566	0.563345	0.0020306
	74	0.543735	0.56308	0.00202038
	75	0.557744	0.563009	0.00199469
	76	0.557043	0.562931	0.00196999
	77	0.572089	0.56305	0.001948
	78	0.580817	0.563278	0.00193629
	79	0.577392	0.563456	0.00192001
	80	0.582002	0.563688	0.00190995
	81	0.583402	0.563931	0.00190182
	82	0.570734	0.564014	0.00188043
	83	0.555723	0.563914	0.00186043
	84	0.565536	0.563934	0.00183838
	85	0.566379	0.563963	0.00181698
	86	0.542209	0.56371	0.00181337
	87	0.573656	0.563824	0.00179613
	88	0.55418	0.563714	0.00177906
	89	0.561558	0.56369	0.00175923
	90	0.564378	0.563698	0.0017397
	91	0.560179	0.563659	0.00172101
	92	0.542788	0.563432	0.0017172
	93	0.559761	0.563393	0.00169918
	94	0.559717	0.563354	0.00168156
	95	0.542424	0.563133	0.00167823
	96	0.579301	0.563302	0.00166918
	97	0.553992	0.563206	0.00165472
	98	0.545235	0.563022	0.00164797
	99	0.557939	0.562971	0.00163212
	100	0.567793	0.563019	0.00161651
	101	0.550766	0.562898	0.00160505
	102	0.571624	0.562983	0.0015916
	103	0.539372	0.562754	0.00159257
	104	0.572992	0.562853	0.00158029
	105	0.573663	0.562956	0.00156859
	106	0.551248	0.562845	0.00155768
	107	0.54997	0.562725	0.00154776
	108	0.566073	0.562756	0.00153374
	109	0.54652	0.562607	0.00152689
	110	0.554048	0.562529	0.00151499
	111	0.574876	0.56264	0.00150542
	112	0.575531	0.562755	0.00149637
	113	0.549552	0.562639	0.00148768
	114	0.54957	0.562524	0.00147904
	115	0.565597	0.562551	0.00146642
	116	0.576509	0.562671	0.00145871
	117	0.556746	0.56262	0.00144712
	118	0.549405	0.562508	0.00143918
	119	0.551751	0.562418	0.00142993
	120	0.556177	0.562366	0.00141895
	121	0.551788	0.562279	0.00140992
	122	0.565762	0.562307	0.00139865
	123	0.587569	0.562512	0.00140228
	124	0.555333	0.562455	0.00139216
	125	0.550762	0.562361	0.00138417
	126	0.555216	0.562304	0.00137434
	127	0.554821	0.562245	0.00136478
	128	0.581238	0.562394	0.00136216
	129	0.558967	0.562367	0.00135186
	130	0.539994	0.562195	0.00135237
	131	0.553009	0.562125	0.00134387
	132	0.562386	0.562127	0.00133369
	133	0.559164	0.562105	0.00132385
	134	0.541519	0.561951	0.00132285
	135	0.541664	0.561801	0.00132156
	136	0.552714	0.561734	0.00131353
	137	0.537151	0.561555	0.00131614
	138	0.559094	0.561537	0.00130672
	139	0.567913	0.561583	0.00129813
	140	0.569312	0.561638	0.00129003
	141	0.569035	0.56169	0.00128195
	142	0.571488	0.561759	0.00127477
	143	0.558268	0.561735	0.00126609
	144	0.557431	0.561705	0.00125765
	145	0.560823	0.561699	0.001249
	146	0.581174	0.561832	0.00124754
	147	0.574189	0.561916	0.00124189
	148	0.558042	0.56189	0.00123377
	149	0.567178	0.561926	0.001226
	150	0.564902	0.561945	0.00121799
	151	0.577461	0.562048	0.00121425
	152	0.569927	0.5621	0.00120737
	153	0.54943	0.562017	0.00120231
	154	0.56597	0.562043	0.00119478
	155	0.547072	0.561946	0.00119097
	156	0.575003	0.56203	0.00118627
	157	0.564362	0.562045	0.00117881
	158	0.56599	0.56207	0.00117161
	159	0.576888	0.562163	0.00116794
	160	0.55145	0.562096	0.00116256
	161	0.564805	0.562113	0.00115546
	162	0.549168	0.562033	0.00115109
	163	0.564568	0.562049	0.00114413
	164	0.567102	0.562079	0.00113757
	165	0.568878	0.562121	0.00113142
	166	0.56593	0.562144	0.00112484
	167	0.55459	0.562098	0.00111901
	168	0.564695	0.562114	0.00111246
	169	0.547707	0.562028	0.00110914
	170	0.563399	0.562037	0.00110264
	171	0.573637	0.562104	0.00109828
	172	0.549685	0.562032	0.00109426
	173	0.570942	0.562084	0.00108915
	174	0.547329	0.561999	0.00108619
	175	0.563927	0.56201	0.00108004
	176	0.542248	0.561898	0.00107972
	177	0.550323	0.561832	0.0010756
	178	0.569794	0.561877	0.00107049
	179	0.554166	0.561834	0.00106537
	180	0.560754	0.561828	0.00105947
	181	0.559567	0.561815	0.00105369
	182	0.543465	0.561715	0.00105271
	183	0.549243	0.561646	0.00104916
	184	0.541953	0.561539	0.00104891
	185	0.56765	0.561572	0.00104376
	186	0.56715	0.561602	0.00103858
	187	0.548722	0.561534	0.0010353
	188	0.54031	0.561421	0.00103593
	189	0.540108	0.561308	0.00103657
	190	0.554931	0.561274	0.00103166
	191	0.55996	0.561267	0.00102628
	192	0.555416	0.561237	0.00102139
	193	0.549518	0.561176	0.0010179
	194	0.555083	0.561145	0.00101314
	195	0.564024	0.56116	0.00100805
	196	0.556975	0.561138	0.00100313
	197	0.56375	0.561151	0.000998128
	198	0.559293	0.561142	0.000993131
	199	0.562378	0.561148	0.00098816
	200	0.534154	0.561013	0.000992394
	201	0.566154	0.561039	0.000987786
	202	0.546616	0.560968	0.000985473
	203	0.55236	0.560925	0.00098153
	204	0.548993	0.560867	0.00097846
	205	0.553554	0.560831	0.000974337
	206	0.557318	0.560814	0.000969757
	207	0.562078	0.56082	0.000965091
	208	0.555366	0.560794	0.000960807
	209	0.57628	0.560868	0.000959063
	210	0.566319	0.560894	0.000954847
	211	0.531325	0.560754	0.000960551
	212	0.559026	0.560746	0.000956054
	213	0.552485	0.560707	0.000952352
