#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
32	-5.3016	-0.165675	0.163066
33	-5.30144	-0.321304	0.220204
34	-5.30069	-0.467757	0.25787
35	-5.30163	-0.605868	0.285098
36	-5.30118	-0.736293	0.305559
37	-5.30055	-0.859651	0.321238
38	-5.3009	-0.976526	0.333368
39	-5.30299	-1.08746	0.342782
40	-5.30137	-1.19281	0.350026
41	-5.29905	-1.29296	0.355528
42	-5.30035	-1.38838	0.359639
43	-5.29932	-1.47933	0.362594
44	-5.29989	-1.56616	0.364602
45	-5.30189	-1.64917	0.365828
46	-5.30105	-1.72856	0.366388
47	-5.30266	-1.80461	0.366399
48	-5.30287	-1.87749	0.365943
49	-5.29969	-1.94733	0.365078
50	-5.30184	-2.01442	0.363889
51	-5.30133	-2.07887	0.362416
52	-5.29927	-2.1408	0.3607
53	-5.30053	-2.20042	0.358787
54	-5.30171	-2.25785	0.35671
55	-5.30099	-2.31318	0.354489
56	-5.30221	-2.36655	0.352154
57	-5.30086	-2.41803	0.349719
58	-5.30132	-2.46774	0.347204
59	-5.30165	-2.51578	0.344626
60	-5.3007	-2.56219	0.341994
61	-5.30053	-2.60708	0.339321
62	-5.30109	-2.65054	0.336618
63	-5.30207	-2.69262	0.333896
64	-5.30224	-2.7334	0.331159
65	-5.3017	-2.77291	0.328413
66	-5.29958	-2.81119	0.325661
67	-5.29987	-2.84834	0.322912
68	-5.30241	-2.88443	0.320173
69	-5.30011	-2.91944	0.317441
70	-5.30233	-2.95348	0.314727
71	-5.29997	-2.98653	0.312024
72	-5.30057	-3.01867	0.309341
73	-5.30186	-3.04994	0.306681
74	-5.30062	-3.08036	0.304041
75	-5.30194	-3.10998	0.301426
76	-5.30157	-3.13882	0.298837
77	-5.30191	-3.16691	0.296273
78	-5.30143	-3.19427	0.293736
79	-5.30229	-3.22096	0.291227
80	-5.30167	-3.24697	0.288746
81	-5.30023	-3.27232	0.286292
82	-5.30141	-3.29706	0.283868
83	-5.30011	-3.32119	0.281471
84	-5.30171	-3.34477	0.279106
85	-5.30162	-3.36779	0.276771
86	-5.29976	-3.39026	0.274462
87	-5.29988	-3.41221	0.272184
88	-5.29955	-3.43365	0.269935
89	-5.30042	-3.45463	0.267715
90	-5.30157	-3.47515	0.265526
91	-5.30054	-3.49521	0.263365
92	-5.30126	-3.51484	0.261233
93	-5.30074	-3.53404	0.259129
94	-5.3006	-3.55284	0.257053
95	-5.30101	-3.57124	0.255005
96	-5.30132	-3.58926	0.252984
97	-5.30108	-3.60691	0.250991
98	-5.3027	-3.62421	0.249026
99	-5.3024	-3.64116	0.247087
100	-5.3009	-3.65776	0.245172
