BLOCK	ACTUAL_P	P_AVE	ERROR
778	0.407317	0.722035	0.0118959
779	1.02846	0.722428	0.0118872
780	0.95917	0.722732	0.0118758
781	0.68923	0.722689	0.0118607
782	0.71209	0.722675	0.0118455
783	0.383521	0.722242	0.0118383
784	1.00294	0.7226	0.0118286
785	0.421168	0.722216	0.0118198
786	1.19467	0.722817	0.01182
787	1.03603	0.723215	0.0118117
788	0.953747	0.723508	0.0118003
789	0.666638	0.723436	0.0117856
790	0.750286	0.72347	0.0117707
791	1.3794	0.724299	0.011785
792	1.05731	0.724719	0.0117776
793	0.344265	0.72424	0.0117726
794	0.649507	0.724145	0.0117581
795	2.3136	0.726145	0.0119121
796	0.818448	0.726261	0.0118977
797	0.260564	0.725676	0.0118971
798	0.947094	0.725954	0.0118854
799	1.20339	0.726551	0.0118856
800	0.387987	0.726128	0.0118782
801	0.141755	0.725399	0.0118858
802	0.783698	0.725471	0.0118712
803	0.600308	0.725316	0.0118574
804	0.826158	0.725441	0.0118433
805	1.28488	0.726136	0.011849
806	0.698025	0.726101	0.0118344
807	0.508546	0.725831	0.0118228
808	1.54565	0.726846	0.0118516
809	0.628255	0.726724	0.0118376
810	0.717611	0.726713	0.011823
811	0.359743	0.72626	0.011817
812	0.207314	0.725621	0.0118197
813	0.836858	0.725758	0.011806
814	0.672424	0.725693	0.0117917
815	0.0650847	0.724882	0.011805
816	1.58849	0.72594	0.0118379
817	0.903711	0.726158	0.0118254
818	0.382826	0.725738	0.0118184
819	1.17638	0.726289	0.0118168
820	0.463629	0.725968	0.0118067
821	1.41822	0.726811	0.0118224
822	0.391248	0.726403	0.0118151
823	0.879472	0.726589	0.0118022
824	0.611638	0.72645	0.0117887
825	0.153867	0.725756	0.0117948
826	0.526521	0.725514	0.011783
827	0.625704	0.725394	0.0117694
828	0.866991	0.725565	0.0117564
829	0.814159	0.725672	0.0117427
830	0.581346	0.725498	0.0117298
831	0.843553	0.72564	0.0117166
832	0.172812	0.724975	0.0117213
833	0.330479	0.724502	0.0117168
834	0.97203	0.724799	0.0117065
835	1.19674	0.725364	0.0117061
836	0.174149	0.724704	0.0117107
837	1.0274	0.725066	0.0117023
838	1.34695	0.725808	0.0117118
839	0.697916	0.725775	0.0116979
840	0.91216	0.725997	0.0116861
841	0.235677	0.725414	0.0116867
842	1.37506	0.726185	0.0116983
843	0.185192	0.725544	0.011702
844	0.380719	0.725135	0.0116953
845	0.340143	0.724679	0.0116903
846	0.959221	0.724957	0.0116798
847	0.591519	0.724799	0.011667
848	1.18913	0.725347	0.0116661
849	1.00089	0.725671	0.0116569
850	0.449948	0.725347	0.0116477
851	1.13238	0.725825	0.0116438
852	0.958871	0.726099	0.0116334
853	0.298657	0.725598	0.0116305
854	1.51032	0.726516	0.0116531
855	0.770722	0.726568	0.0116396
856	0.687812	0.726523	0.0116261
857	0.272518	0.725993	0.0116246
858	0.801653	0.726081	0.0116114
859	1.14337	0.726567	0.011608
860	0.194114	0.725948	0.011611
861	0.605335	0.725808	0.0115984
862	0.4776	0.72552	0.0115885
863	0.816936	0.725626	0.0115756
864	0.758125	0.725663	0.0115622
865	0.305674	0.725178	0.0115591
866	0.0492886	0.724397	0.011572
867	0.0618241	0.723633	0.0115839
868	0.523659	0.723403	0.0115728
869	0.834817	0.723531	0.0115602
870	0.095853	0.72281	0.0115694
871	0.0417432	0.722028	0.0115825
872	0.277614	0.721518	0.0115805
873	0.575089	0.72135	0.0115684
874	0.876247	0.721527	0.0115565
875	0.530617	0.721309	0.0115454
876	0.488397	0.721043	0.0115353
877	0.757432	0.721085	0.0115222
878	0.428916	0.720752	0.0115139
879	1.05297	0.72113	0.011507
880	0.927622	0.721365	0.0114963
881	0.460593	0.721069	0.0114871
882	0.507891	0.720827	0.0114766
883	0.51932	0.720599	0.0114658
884	0.678706	0.720551	0.011453
885	0.836239	0.720682	0.0114408
886	0.711355	0.720672	0.0114279
887	0.141232	0.720018	0.0114336
888	0.405506	0.719664	0.0114263
889	2.13068	0.721251	0.0115231
890	0.870151	0.721419	0.0115114
891	0.710949	0.721407	0.0114985
892	0.953823	0.721668	0.0114885
893	0.55297	0.721479	0.0114772
894	0.786937	0.721552	0.0114646
895	0.452072	0.721251	0.0114557
896	0.703103	0.72123	0.011443
897	0.218341	0.72067	0.011444
898	0.595848	0.720531	0.0114321
899	1.17417	0.721035	0.0114305
900	0.65272	0.72096	0.011418
901	0.587656	0.720812	0.0114063
902	0.356348	0.720408	0.0114008
903	0.826454	0.720525	0.0113888
904	1.42641	0.721306	0.0114029
905	0.998363	0.721612	0.0113944
906	0.372052	0.721226	0.0113884
907	0.242613	0.720698	0.0113881
908	0.455601	0.720406	0.0113793
909	0.604439	0.720279	0.0113675
910	0.61603	0.720164	0.0113555
911	0.734936	0.720181	0.0113431
912	0.364486	0.719791	0.0113373
913	0.704282	0.719774	0.0113249
914	0.548442	0.719586	0.0113141
915	0.656832	0.719518	0.0113019
916	0.799049	0.719604	0.0112899
917	0.587104	0.71946	0.0112786
918	0.531923	0.719256	0.0112681
919	1.16104	0.719736	0.0112661
920	0.364134	0.71935	0.0112605
921	0.868982	0.719512	0.0112494
922	0.901739	0.71971	0.011239
923	0.650699	0.719635	0.011227
924	1.219	0.720176	0.0112279
925	0.722506	0.720178	0.0112158
926	0.333166	0.71976	0.0112114
927	0.234305	0.719236	0.0112116
928	0.434969	0.71893	0.0112037
929	0.933247	0.719161	0.011194
930	0.309562	0.71872	0.0111906
931	0.607687	0.718601	0.0111792
932	0.752962	0.718638	0.0111673
933	0.57644	0.718486	0.0111564
934	0.776901	0.718548	0.0111446
935	1.27489	0.719143	0.0111485
936	0.450629	0.718856	0.0111403
937	0.520829	0.718645	0.0111304
938	0.243981	0.718139	0.0111301
939	0.904823	0.718338	0.01112
940	1.21007	0.718861	0.0111205
941	0.692563	0.718833	0.0111087
942	0.68648	0.718799	0.0110969
943	0.623041	0.718697	0.0110856
944	1.03252	0.719029	0.0110789
945	0.616005	0.71892	0.0110677
946	0.604875	0.7188	0.0110566
947	0.385072	0.718447	0.0110506
948	1.18229	0.718937	0.0110497
949	2.28167	0.720583	0.0111601
950	0.744236	0.720608	0.0111484
951	1.10451	0.721012	0.011144
952	1.41153	0.721737	0.0111559
953	0.365394	0.721363	0.0111504
954	1.05551	0.721714	0.0111442
955	0.443141	0.721422	0.0111364
956	0.960998	0.721673	0.0111276
957	1.25907	0.722234	0.0111301
958	0.759413	0.722273	0.0111185
959	0.486358	0.722027	0.0111097
960	0.984566	0.7223	0.0111015
961	0.607523	0.722181	0.0110906
962	0.0329138	0.721464	0.0111021
963	0.572253	0.72131	0.0110917
964	1.2078	0.721814	0.0110917
965	0.56564	0.721652	0.0110813
966	0.787425	0.72172	0.0110701
967	1.03992	0.72205	0.0110635
968	0.54038	0.721862	0.0110537
969	0.738678	0.721879	0.0110423
970	0.523724	0.721675	0.0110328
971	0.593798	0.721543	0.0110222
972	1.13265	0.721966	0.011019
973	0.452174	0.721689	0.0110112
974	0.762887	0.721731	0.0109999
975	1.15404	0.722175	0.0109976
976	0.732477	0.722185	0.0109863
977	0.771312	0.722235	0.0109752
978	0.285692	0.721789	0.010973
979	1.10607	0.722182	0.0109689
980	0.44297	0.721897	0.0109614
981	0.518512	0.721689	0.0109522
982	0.0522455	0.721008	0.0109622
983	0.713105	0.721	0.010951
984	0.983361	0.721266	0.0109432
985	0.44154	0.720982	0.0109357
986	0.822167	0.721085	0.0109251
987	0.76472	0.721129	0.0109141
988	0.622255	0.721029	0.0109036
989	0.799199	0.721108	0.0108928
990	0.517756	0.720903	0.0108838
991	0.497322	0.720677	0.0108751
992	1.01941	0.720978	0.0108683
993	1.05289	0.721312	0.0108625
994	0.322864	0.720912	0.010859
995	0.807332	0.720998	0.0108484
996	0.963988	0.721242	0.0108403
997	0.963266	0.721485	0.0108321
998	0.662187	0.721426	0.0108214
999	0.833933	0.721538	0.0108112
1000	0.284023	0.721101	0.0108092
