Gen	Best	Mean	Err
0	13.4769	13.4769	6.0785e-07
1	12.9228	12.9228	4.4604e-07
2	11.7392	11.7392	3.37175e-07
3	11.3416	11.3416	2.38419e-07
4	11.1794	11.1794	1.19209e-07
5	10.1987	10.1987	3.57628e-07
6	9.76138	9.76138	4.12953e-07
7	9.45976	9.45976	4.61696e-07
8	9.13194	9.13194	4.12953e-07
9	8.76965	8.76965	2.06477e-07
10	8.34235	8.34235	2.06477e-07
11	8.34235	8.34235	2.06477e-07
12	8.33872	8.33872	1.19209e-07
13	8.11553	8.11553	3.15398e-07
14	7.9796	7.9796	0
15	7.9796	7.9796	0
16	7.9796	7.9796	0
17	7.92625	7.92625	3.26468e-07
18	7.83904	7.83904	3.95372e-07
19	7.72421	7.72421	3.95372e-07
20	7.70953	7.70953	2.6656e-07
21	7.35197	7.35197	2.92002e-07
22	6.86236	6.86236	2.38419e-07
23	6.74329	6.74329	2.38419e-07
24	6.62805	6.62805	2.06477e-07
25	6.32969	6.32969	2.06477e-07
26	6.27212	6.27212	2.79571e-07
27	6.27212	6.27212	2.79571e-07
28	6.23667	6.23667	1.46001e-07
29	6.21002	6.21002	8.42937e-08
30	6.06405	6.06405	8.42937e-08
31	5.92373	5.92373	2.38419e-07
32	5.87036	5.87036	0
33	5.87036	5.87036	0
34	5.87036	5.87036	0
35	5.76765	5.76765	1.88486e-07
36	5.47738	5.47738	2.6656e-07
37	5.47738	5.47738	2.6656e-07
38	5.47738	5.47738	2.6656e-07
39	5.47738	5.47738	2.6656e-07
40	5.47738	5.47738	2.6656e-07
41	5.47314	5.47314	2.59811e-07
42	5.47314	5.47314	2.59811e-07
43	5.47314	5.47314	2.59811e-07
44	5.47314	5.47314	2.59811e-07
45	5.47314	5.47314	2.59811e-07
46	5.47314	5.47314	2.59811e-07
47	5.47314	5.47314	2.59811e-07
48	5.47314	5.47314	2.59811e-07
49	5.47314	5.47314	2.59811e-07
50	5.46893	5.46893	5.96046e-08
51	5.44026	5.44026	2.38419e-07
52	5.44026	5.44026	2.38419e-07
53	5.44026	5.44026	2.38419e-07
54	5.44026	5.44026	2.38419e-07
55	5.44026	5.44026	2.38419e-07
56	5.4069	5.4069	2.06477e-07
57	5.4069	5.4069	2.06477e-07
58	5.4069	5.4069	2.06477e-07
59	5.4069	5.4069	2.06477e-07
60	5.4069	5.4069	2.06477e-07
61	5.4069	5.4069	2.06477e-07
62	5.4069	5.4069	2.06477e-07
63	5.4069	5.4069	2.06477e-07
64	5.4069	5.4069	2.06477e-07
65	5.4069	5.4069	2.06477e-07
66	5.4069	5.4069	2.06477e-07
67	5.4069	5.4069	2.06477e-07
68	5.36796	5.36796	2.38419e-07
69	5.34915	5.34915	1.03238e-07
70	5.34915	5.34915	1.03238e-07
71	5.34915	5.34915	1.03238e-07
72	5.34915	5.34915	1.03238e-07
73	5.34915	5.34915	1.03238e-07
74	5.34915	5.34915	1.03238e-07
75	5.34915	5.34915	1.03238e-07
76	5.34915	5.34915	1.03238e-07
77	5.34915	5.34915	1.03238e-07
78	5.34915	5.34915	1.03238e-07
79	5.34915	5.34915	1.03238e-07
80	5.34915	5.34915	1.03238e-07
81	5.29568	5.29568	1.3328e-07
82	5.29568	5.29568	1.3328e-07
83	5.29568	5.29568	1.3328e-07
84	5.09016	5.09016	2.2302e-07
85	5.09016	5.09016	2.2302e-07
86	5.09016	5.09016	2.2302e-07
87	5.09016	5.09016	2.2302e-07
88	5.09016	5.09016	2.2302e-07
89	5.09016	5.09016	2.2302e-07
90	5.09016	5.09016	2.2302e-07
91	5.09016	5.09016	2.2302e-07
92	5.09016	5.09016	2.2302e-07
93	5.09016	5.09016	2.2302e-07
94	5.09016	5.09016	2.2302e-07
95	5.09016	5.09016	2.2302e-07
96	5.09016	5.09016	2.2302e-07
97	5.08512	5.08512	2.06477e-07
98	5.08512	5.08512	2.06477e-07
99	5.08512	5.08512	2.06477e-07
100	5.08512	5.08512	2.06477e-07
101	5.08512	5.08512	2.06477e-07
102	5.08512	5.08512	2.06477e-07
103	5.08512	5.08512	2.06477e-07
104	5.08512	5.08512	2.06477e-07
105	5.08512	5.08512	2.06477e-07
106	5.08512	5.08512	2.06477e-07
107	5.08512	5.08512	2.06477e-07
108	5.08512	5.08512	2.06477e-07
109	5.08512	5.08512	2.06477e-07
110	5.08512	5.08512	2.06477e-07
111	5.08512	5.08512	2.06477e-07
112	5.08512	5.08512	2.06477e-07
113	5.08512	5.08512	2.06477e-07
114	5.08512	5.08512	2.06477e-07
115	5.08512	5.08512	2.06477e-07
116	5.08512	5.08512	2.06477e-07
117	5.08512	5.08512	2.06477e-07
118	5.08512	5.08512	2.06477e-07
119	5.08512	5.08512	2.06477e-07
120	5.08512	5.08512	2.06477e-07
121	5.08512	5.08512	2.06477e-07
122	5.08512	5.08512	2.06477e-07
123	5.08512	5.08512	2.06477e-07
124	5.08512	5.08512	2.06477e-07
125	5.08512	5.08512	2.06477e-07
126	5.08512	5.08512	2.06477e-07
127	5.08512	5.08512	2.06477e-07
128	5.08512	5.08512	2.06477e-07
129	5.08512	5.08512	2.06477e-07
130	5.08512	5.08512	2.06477e-07
131	5.08512	5.08512	2.06477e-07
132	5.08512	5.08512	2.06477e-07
133	5.08512	5.08512	2.06477e-07
134	5.08512	5.08512	2.06477e-07
135	5.08512	5.08512	2.06477e-07
136	5.08512	5.08512	2.06477e-07
137	5.08512	5.08512	2.06477e-07
138	5.08512	5.08512	2.06477e-07
139	5.08512	5.08512	2.06477e-07
140	5.08512	5.08512	2.06477e-07
141	5.08512	5.08512	2.06477e-07
142	5.08512	5.08512	2.06477e-07
143	5.08512	5.08512	2.06477e-07
144	5.08512	5.08512	2.06477e-07
145	5.08512	5.08512	2.06477e-07
146	5.08512	5.08512	2.06477e-07
147	5.08512	5.08512	2.06477e-07
148	5.08512	5.08512	2.06477e-07
149	5.08512	5.08512	2.06477e-07
150	5.08512	5.08512	2.06477e-07
151	5.08512	5.08512	2.06477e-07
152	5.08512	5.08512	2.06477e-07
153	5.08512	5.08512	2.06477e-07
154	5.08512	5.08512	2.06477e-07
155	5.08512	5.08512	2.06477e-07
156	5.08512	5.08512	2.06477e-07
157	5.08512	5.08512	2.06477e-07
158	5.08512	5.08512	2.06477e-07
159	5.08512	5.08512	2.06477e-07
160	5.08512	5.08512	2.06477e-07
161	5.08512	5.08512	2.06477e-07
162	5.08512	5.08512	2.06477e-07
163	5.08512	5.08512	2.06477e-07
164	5.08512	5.08512	2.06477e-07
165	5.08512	5.08512	2.06477e-07
166	5.08512	5.08512	2.06477e-07
167	5.08512	5.08512	2.06477e-07
168	5.08512	5.08512	2.06477e-07
169	5.08512	5.08512	2.06477e-07
170	5.08512	5.08512	2.06477e-07
171	5.08512	5.08512	2.06477e-07
172	5.08512	5.08512	2.06477e-07
173	5.08512	5.08512	2.06477e-07
174	5.08512	5.08512	2.06477e-07
175	5.08512	5.08512	2.06477e-07
176	5.08512	5.08512	2.06477e-07
177	5.08512	5.08512	2.06477e-07
178	5.08512	5.08512	2.06477e-07
179	5.08512	5.08512	2.06477e-07
180	5.08512	5.08512	2.06477e-07
181	5.08512	5.08512	2.06477e-07
182	5.08512	5.08512	2.06477e-07
183	5.08512	5.08512	2.06477e-07
184	5.08512	5.08512	2.06477e-07
185	5.08512	5.08512	2.06477e-07
186	5.08512	5.08512	2.06477e-07
187	5.08512	5.08512	2.06477e-07
188	5.08512	5.08512	2.06477e-07
189	5.08512	5.08512	2.06477e-07
190	5.08512	5.08512	2.06477e-07
191	5.08512	5.08512	2.06477e-07
192	5.08512	5.08512	2.06477e-07
193	5.08512	5.08512	2.06477e-07
194	5.08512	5.08512	2.06477e-07
195	5.08512	5.08512	2.06477e-07
196	5.08512	5.08512	2.06477e-07
197	5.08512	5.08512	2.06477e-07
198	5.08512	5.08512	2.06477e-07
199	5.08512	5.08512	2.06477e-07
200	5.08512	5.08512	2.06477e-07
201	5.08512	5.08512	2.06477e-07
202	5.08512	5.08512	2.06477e-07
203	5.08512	5.08512	2.06477e-07
204	5.08512	5.08512	2.06477e-07
205	5.08512	5.08512	2.06477e-07
206	5.08512	5.08512	2.06477e-07
207	5.08512	5.08512	2.06477e-07
208	5.08512	5.08512	2.06477e-07
209	5.08512	5.08512	2.06477e-07
210	5.08512	5.08512	2.06477e-07
211	4.9728	4.9728	2.2302e-07
212	4.9728	4.9728	2.2302e-07
213	4.9728	4.9728	2.2302e-07
214	4.9728	4.9728	2.2302e-07
215	4.9728	4.9728	2.2302e-07
216	4.9728	4.9728	2.2302e-07
217	4.9728	4.9728	2.2302e-07
218	4.9728	4.9728	2.2302e-07
219	4.9728	4.9728	2.2302e-07
220	4.9728	4.9728	2.2302e-07
221	4.9728	4.9728	2.2302e-07
222	4.9728	4.9728	2.2302e-07
223	4.9728	4.9728	2.2302e-07
224	4.9728	4.9728	2.2302e-07
225	4.9728	4.9728	2.2302e-07
226	4.9728	4.9728	2.2302e-07
227	4.9728	4.9728	2.2302e-07
228	4.9728	4.9728	2.2302e-07
229	4.9728	4.9728	2.2302e-07
230	4.9728	4.9728	2.2302e-07
231	4.9728	4.9728	2.2302e-07
232	4.9728	4.9728	2.2302e-07
233	4.9728	4.9728	2.2302e-07
234	4.96929	4.96929	1.88486e-07
235	4.96929	4.96929	1.88486e-07
236	4.96929	4.96929	1.88486e-07
237	4.96929	4.96929	1.88486e-07
238	4.96929	4.96929	1.88486e-07
239	4.96929	4.96929	1.88486e-07
240	4.96929	4.96929	1.88486e-07
241	4.96929	4.96929	1.88486e-07
242	4.96929	4.96929	1.88486e-07
243	4.96929	4.96929	1.88486e-07
244	4.96929	4.96929	1.88486e-07
245	4.96929	4.96929	1.88486e-07
246	4.95638	4.95638	1.88486e-07
247	4.95638	4.95638	1.88486e-07
248	4.95638	4.95638	1.88486e-07
